X,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
WBGene00168120,0,0,0,0,0,0
WBGene00168121,0,1,0,0,0,1
WBGene00168122,0,0,0,0,0,0
WBGene00168123,0,0,0,0,0,0
WBGene00168124,0,0,0,0,0,0
WBGene00168125,0,0,0,0,0,0
WBGene00168126,0,0,0,0,0,0
WBGene00168127,0,0,0,0,0,0
WBGene00168128,0,0,0,0,0,0
WBGene00168129,0,0,0,0,0,0
WBGene00168130,1,0,0,0,0,0
WBGene00168131,0,0,0,0,0,0
WBGene00168132,0,0,0,0,0,0
WBGene00168133,0,0,0,0,0,0
WBGene00168134,0,0,0,0,0,0
WBGene00168135,0,0,0,0,0,0
WBGene00168136,0,0,0,0,0,0
WBGene00168137,0,0,0,0,0,0
WBGene00168138,0,0,0,0,0,0
WBGene00168139,0,0,0,0,0,0
WBGene00168140,0,0,0,0,0,0
WBGene00168141,0,0,0,0,0,0
WBGene00168142,0,0,0,0,0,0
WBGene00168143,0,0,0,0,0,0
WBGene00168144,0,0,0,0,0,0
WBGene00168145,0,0,0,10,29,22
WBGene00168146,0,0,0,0,0,0
WBGene00168147,0,0,0,0,0,0
WBGene00168148,0,0,0,0,0,0
WBGene00168149,0,0,0,0,0,0
WBGene00168150,0,0,0,0,0,0
WBGene00168151,0,0,0,0,0,0
WBGene00168152,0,0,0,0,0,0
WBGene00168153,0,0,0,0,0,0
WBGene00168154,0,0,0,0,0,0
WBGene00168155,0,0,0,0,0,0
WBGene00168156,0,0,0,0,0,0
WBGene00168157,0,0,0,0,0,0
WBGene00168158,0,0,0,0,0,0
WBGene00168159,0,0,0,0,0,0
WBGene00168160,0,0,0,0,0,0
WBGene00168161,0,0,0,0,0,0
WBGene00168162,0,0,0,0,0,0
WBGene00168163,0,0,0,0,0,0
WBGene00168164,0,0,0,0,0,0
WBGene00168165,0,0,0,0,0,0
WBGene00168166,0,0,0,0,0,0
WBGene00168167,0,0,0,0,0,0
WBGene00168168,0,0,0,0,0,0
WBGene00168169,0,0,0,0,0,0
WBGene00168170,0,0,0,0,0,0
WBGene00168171,0,0,0,0,0,0
WBGene00168172,0,0,0,0,0,0
WBGene00168173,0,0,0,0,0,0
WBGene00168174,0,0,0,0,0,0
WBGene00168175,0,0,0,0,0,0
WBGene00168176,0,0,0,0,0,0
WBGene00168177,0,0,0,0,0,0
WBGene00168178,0,0,0,0,0,0
WBGene00168179,0,0,0,0,0,0
WBGene00168180,0,0,0,0,0,0
WBGene00168181,0,0,0,0,0,0
WBGene00168182,0,0,0,0,0,0
WBGene00168183,0,0,0,0,0,0
WBGene00168184,0,0,0,0,0,0
WBGene00168185,0,0,0,0,0,0
WBGene00168186,0,0,0,0,0,0
WBGene00168187,0,0,0,0,0,0
WBGene00168188,0,0,0,0,0,0
WBGene00168189,0,0,0,0,0,0
WBGene00168190,0,0,0,0,0,0
WBGene00168191,0,0,0,0,0,0
WBGene00168192,0,0,0,0,0,0
WBGene00168193,0,0,0,0,0,0
WBGene00168194,0,0,0,0,0,0
WBGene00168195,0,0,0,0,0,0
WBGene00168196,0,0,0,0,0,0
WBGene00168197,0,0,0,0,0,0
WBGene00168198,0,0,0,0,0,0
WBGene00168199,0,0,0,0,0,0
WBGene00168200,0,0,0,0,0,0
WBGene00168201,0,0,0,0,0,0
WBGene00168202,0,0,0,0,0,0
WBGene00168203,0,0,0,0,0,0
WBGene00168204,0,0,0,0,0,0
WBGene00168205,0,0,0,0,0,0
WBGene00168206,0,0,0,0,0,0
WBGene00168207,0,0,0,0,0,0
WBGene00168208,0,0,0,0,0,0
WBGene00168209,0,0,0,0,0,0
WBGene00168210,0,0,0,0,0,0
WBGene00168211,0,0,0,0,0,0
WBGene00168212,0,0,0,0,0,0
WBGene00168213,0,0,0,0,0,0
WBGene00168214,0,0,0,0,0,0
WBGene00168215,0,0,0,0,0,0
WBGene00168216,0,0,0,0,0,0
WBGene00168217,0,0,0,0,0,0
WBGene00168218,0,0,0,0,0,0
WBGene00168219,0,0,0,1,0,0
WBGene00168220,0,0,0,0,0,0
WBGene00168221,0,0,0,0,0,0
WBGene00168222,0,0,0,0,0,0
WBGene00168223,0,0,0,0,0,0
WBGene00168224,0,0,0,0,0,0
WBGene00168225,0,1,0,0,0,1
WBGene00168226,0,0,0,0,0,0
WBGene00168227,0,0,0,0,0,0
WBGene00168228,0,0,0,0,0,0
WBGene00168229,0,0,0,0,0,0
WBGene00168230,0,0,0,0,0,0
WBGene00168231,0,0,0,0,0,0
WBGene00168232,0,0,0,0,0,0
WBGene00168233,0,0,0,0,0,0
WBGene00168234,0,0,0,0,0,0
WBGene00168235,0,0,0,0,0,0
WBGene00168236,0,0,0,0,0,0
WBGene00168237,0,0,0,0,0,0
WBGene00168238,0,0,0,0,0,0
WBGene00168239,0,0,0,0,0,0
WBGene00168240,0,0,0,0,0,0
WBGene00168241,0,0,0,0,0,0
WBGene00168242,0,0,0,0,0,0
WBGene00168243,0,0,0,0,0,0
WBGene00168244,0,0,0,0,0,0
WBGene00168245,0,0,0,0,0,0
WBGene00168246,0,0,0,0,0,0
WBGene00168247,0,0,0,0,0,0
WBGene00168248,0,0,0,0,0,0
WBGene00168249,0,0,0,0,0,1
WBGene00168250,0,0,0,0,0,0
WBGene00168251,0,0,0,0,0,0
WBGene00168252,0,0,0,0,0,1
WBGene00168253,0,0,0,0,0,0
WBGene00168254,0,0,0,0,0,0
WBGene00168255,0,0,0,0,0,0
WBGene00168256,0,0,0,0,0,0
WBGene00168257,0,0,0,0,0,0
WBGene00168258,0,0,0,0,0,0
WBGene00168259,0,0,0,0,0,0
WBGene00168260,0,0,0,0,0,0
WBGene00168261,0,0,0,0,0,0
WBGene00168262,0,0,0,0,0,0
WBGene00168263,0,0,0,0,0,0
WBGene00168264,0,0,0,0,0,0
WBGene00168265,0,0,0,0,0,0
WBGene00168266,0,0,0,0,0,0
WBGene00168267,0,0,0,0,0,0
WBGene00168268,0,0,0,0,0,0
WBGene00168269,0,0,0,0,0,0
WBGene00168270,0,0,0,0,0,0
WBGene00168271,0,0,0,0,0,0
WBGene00168272,0,0,0,0,0,0
WBGene00168273,0,0,0,0,0,0
WBGene00168274,0,0,0,0,0,0
WBGene00168275,0,0,0,0,0,0
WBGene00168276,0,0,0,0,0,0
WBGene00168277,0,0,0,0,0,0
WBGene00168278,0,0,0,0,0,0
WBGene00168279,0,0,0,0,0,0
WBGene00168280,0,0,0,0,0,0
WBGene00168281,0,0,0,0,0,0
WBGene00168282,0,0,0,0,0,0
WBGene00168283,0,0,0,0,0,0
WBGene00168284,0,0,0,0,0,0
WBGene00168285,0,0,0,0,0,0
WBGene00168286,0,0,0,0,0,0
WBGene00168287,0,0,0,0,0,0
WBGene00168288,0,0,0,0,0,0
WBGene00168289,0,0,0,0,0,0
WBGene00168290,0,0,0,0,0,0
WBGene00168291,0,0,0,0,0,0
WBGene00168292,0,0,0,0,0,0
WBGene00168293,0,0,0,0,0,0
WBGene00168294,0,0,0,0,0,0
WBGene00168295,0,0,0,0,0,0
WBGene00168296,0,0,0,0,0,0
WBGene00168297,0,0,0,0,0,0
WBGene00168298,0,0,0,0,0,0
WBGene00168299,0,0,0,0,0,0
WBGene00168300,0,0,0,0,0,0
WBGene00168301,0,0,0,0,0,0
WBGene00168302,0,0,0,0,0,0
WBGene00168303,0,0,0,0,0,0
WBGene00168304,1,0,1,0,0,0
WBGene00168305,0,0,0,0,0,0
WBGene00168306,0,0,0,0,0,0
WBGene00168307,0,0,0,0,0,0
WBGene00168308,0,0,0,0,0,0
WBGene00168309,0,0,0,0,0,0
WBGene00168310,0,0,0,0,0,0
WBGene00168311,0,0,0,0,0,0
WBGene00168312,0,0,0,0,0,0
WBGene00168313,0,0,0,0,0,0
WBGene00168314,0,0,0,0,0,0
WBGene00168315,0,0,0,0,0,0
WBGene00168316,0,0,0,0,0,0
WBGene00168317,1,1,0,0,0,0
WBGene00168318,0,0,0,0,0,0
WBGene00168319,0,0,0,0,0,0
WBGene00168320,0,0,0,0,0,0
WBGene00168321,0,0,0,0,0,0
WBGene00168322,0,0,0,0,0,0
WBGene00168323,0,0,0,0,0,0
WBGene00168324,0,0,0,0,0,0
WBGene00168325,0,0,0,0,0,0
WBGene00168326,0,0,0,0,0,0
WBGene00168327,0,0,0,0,0,0
WBGene00168328,0,0,0,0,0,0
WBGene00168329,0,0,0,0,0,0
WBGene00168330,0,0,0,0,0,0
WBGene00168331,0,0,0,0,0,0
WBGene00168332,0,0,0,0,0,0
WBGene00168333,0,0,0,0,0,1
WBGene00168334,0,0,0,0,0,0
WBGene00168335,0,0,0,0,0,0
WBGene00168336,0,0,0,0,0,0
WBGene00168337,0,0,0,0,0,0
WBGene00168338,0,0,0,0,0,0
WBGene00168339,0,0,0,0,0,0
WBGene00168340,0,0,0,0,0,0
WBGene00168341,0,0,0,0,0,0
WBGene00168342,0,0,0,0,0,0
WBGene00168343,0,0,0,0,0,0
WBGene00168344,0,0,0,0,0,0
WBGene00168345,0,0,0,0,0,0
WBGene00168346,0,0,0,0,0,0
WBGene00168347,0,0,0,0,0,0
WBGene00168348,0,0,0,0,0,0
WBGene00168349,0,0,0,0,0,0
WBGene00168350,0,0,0,0,0,0
WBGene00168351,0,0,0,0,0,0
WBGene00168352,0,0,0,0,0,0
WBGene00168353,0,0,0,0,0,0
WBGene00168354,0,0,0,0,0,0
WBGene00168355,0,0,0,0,0,0
WBGene00168356,0,0,0,0,0,0
WBGene00168357,0,0,0,0,0,0
WBGene00168358,0,0,0,0,0,0
WBGene00168359,0,0,0,0,0,0
WBGene00168360,0,0,0,0,0,0
WBGene00168361,0,0,0,0,0,0
WBGene00168362,0,0,0,0,0,0
WBGene00168363,0,0,1,0,0,0
WBGene00168364,0,0,0,0,0,0
WBGene00168365,0,0,0,0,0,0
WBGene00168366,0,0,0,0,0,0
WBGene00168367,0,0,0,0,0,0
WBGene00168368,0,0,0,0,0,0
WBGene00168369,0,0,0,0,0,0
WBGene00168370,0,0,0,0,0,0
WBGene00168371,0,0,0,0,0,0
WBGene00168372,0,0,0,0,0,0
WBGene00168373,0,0,0,0,0,0
WBGene00168374,0,0,0,0,0,0
WBGene00168375,2,0,0,0,1,0
WBGene00168376,0,0,0,0,0,0
WBGene00168377,0,0,0,0,0,0
WBGene00168378,0,0,0,0,0,0
WBGene00168379,0,0,0,0,0,0
WBGene00168380,0,0,0,0,0,0
WBGene00168381,1,0,1,0,0,0
WBGene00168382,0,0,0,0,0,0
WBGene00168383,0,0,0,0,0,0
WBGene00168384,0,0,0,0,0,0
WBGene00168385,0,0,0,0,0,0
WBGene00168386,0,0,0,0,0,0
WBGene00168387,0,0,0,0,0,0
WBGene00168388,0,0,0,0,0,0
WBGene00168389,0,0,0,0,0,0
WBGene00168390,0,0,0,0,0,0
WBGene00168391,0,0,0,0,0,0
WBGene00168392,0,0,0,0,0,1
WBGene00168393,0,0,0,0,0,0
WBGene00168394,0,0,0,0,0,0
WBGene00168395,0,0,0,0,0,0
WBGene00168396,0,0,0,0,0,0
WBGene00168397,0,0,0,0,0,0
WBGene00168398,0,0,0,0,0,0
WBGene00168399,0,0,0,0,0,0
WBGene00168400,0,0,0,0,0,0
WBGene00168401,0,0,0,0,0,0
WBGene00168402,0,0,0,0,0,0
WBGene00168403,0,0,0,0,0,0
WBGene00168404,0,0,0,0,0,0
WBGene00168405,0,0,0,0,0,0
WBGene00168406,0,0,0,0,0,0
WBGene00168407,0,0,0,0,0,0
WBGene00168408,0,0,0,0,0,0
WBGene00168409,1,2,0,0,0,0
WBGene00168410,0,0,0,0,0,0
WBGene00168411,0,0,0,0,0,0
WBGene00168412,0,0,0,0,0,0
WBGene00168413,0,0,0,0,0,0
WBGene00168414,0,0,0,0,0,0
WBGene00168415,0,0,0,0,0,0
WBGene00168416,0,0,0,0,0,0
WBGene00168417,0,0,0,0,0,0
WBGene00168418,0,0,0,0,0,0
WBGene00168419,0,0,0,0,0,0
WBGene00168420,0,0,0,0,0,0
WBGene00168421,0,0,0,0,0,0
WBGene00168422,0,0,0,0,0,0
WBGene00168423,0,0,0,0,0,0
WBGene00168424,0,0,0,0,0,0
WBGene00168425,0,0,0,0,0,0
WBGene00168426,0,0,0,0,0,0
WBGene00168427,0,0,0,0,0,0
WBGene00168428,0,0,0,0,0,0
WBGene00168429,0,0,0,0,0,0
WBGene00168430,0,0,0,0,0,0
WBGene00168431,0,0,0,0,0,0
WBGene00168432,0,0,0,0,0,0
WBGene00168433,0,0,0,0,0,0
WBGene00168434,0,0,0,0,0,0
WBGene00168435,0,0,0,0,0,0
WBGene00168436,0,0,0,0,0,0
WBGene00168437,0,0,0,0,0,0
WBGene00168438,0,0,0,0,0,0
WBGene00168439,0,0,0,0,0,0
WBGene00168440,0,0,0,0,0,0
WBGene00168441,0,0,0,0,0,0
WBGene00168442,0,0,0,0,0,0
WBGene00168443,0,0,0,0,0,0
WBGene00168444,0,0,0,0,0,0
WBGene00168445,0,0,0,0,0,0
WBGene00168446,0,0,0,0,0,0
WBGene00168447,0,0,0,0,0,0
WBGene00168448,0,0,0,0,0,0
WBGene00168449,0,0,0,0,0,0
WBGene00168450,0,0,0,0,0,0
WBGene00168451,0,0,0,0,0,0
WBGene00168452,0,0,0,0,0,0
WBGene00168453,0,0,0,0,0,0
WBGene00168454,0,0,0,0,0,0
WBGene00168455,0,0,0,0,0,0
WBGene00168456,0,0,0,0,0,0
WBGene00168457,0,0,0,0,0,0
WBGene00168458,0,0,0,0,0,0
WBGene00168459,0,0,0,0,0,0
WBGene00168460,0,0,0,0,0,0
WBGene00168461,0,0,0,0,0,0
WBGene00168462,0,0,0,0,0,0
WBGene00168463,0,0,0,0,0,0
WBGene00168464,0,0,0,0,0,0
WBGene00168465,0,0,0,0,0,0
WBGene00168466,0,0,0,0,0,0
WBGene00168467,0,0,0,0,0,0
WBGene00168468,0,0,0,0,0,0
WBGene00168469,0,0,0,0,0,0
WBGene00168470,0,0,0,0,0,0
WBGene00168472,0,0,0,0,0,0
WBGene00168473,0,0,0,0,0,0
WBGene00168474,0,0,0,0,0,0
WBGene00168475,0,0,0,0,0,0
WBGene00168476,0,0,0,0,0,0
WBGene00168477,0,0,0,0,0,0
WBGene00168478,0,0,0,0,0,0
WBGene00168479,0,0,0,0,0,0
WBGene00168480,0,0,0,0,0,0
WBGene00168481,0,0,0,0,0,0
WBGene00168482,0,0,0,0,0,0
WBGene00168483,0,0,0,0,0,0
WBGene00168484,0,0,0,0,0,0
WBGene00168485,0,0,1,0,0,0
WBGene00168486,0,0,0,0,2,0
WBGene00168487,0,0,0,0,0,0
WBGene00168488,0,0,0,0,0,0
WBGene00168489,0,0,0,0,0,0
WBGene00168490,0,0,0,0,0,0
WBGene00168491,0,0,0,0,0,0
WBGene00168492,0,0,0,0,0,0
WBGene00168493,0,0,0,0,0,0
WBGene00168494,0,0,0,0,0,0
WBGene00168495,0,0,0,0,0,0
WBGene00168496,0,0,0,0,0,0
WBGene00168497,0,0,0,0,0,0
WBGene00168498,0,0,0,0,0,0
WBGene00168499,1,0,0,0,0,0
WBGene00168500,0,0,0,0,0,0
WBGene00168501,0,0,0,0,0,1
WBGene00168502,0,0,0,0,0,0
WBGene00168503,0,0,0,0,0,0
WBGene00168504,0,0,0,0,0,0
WBGene00168505,0,0,0,0,0,0
WBGene00168506,0,0,0,0,0,0
WBGene00168507,0,0,0,0,0,0
WBGene00168508,0,0,0,0,0,0
WBGene00168509,0,0,0,0,0,0
WBGene00168510,0,0,0,0,0,0
WBGene00168511,0,0,0,0,0,0
WBGene00168512,0,0,0,0,0,0
WBGene00168513,0,0,0,0,0,0
WBGene00168514,0,0,0,0,0,0
WBGene00168515,0,0,0,0,0,0
WBGene00168516,0,0,0,0,0,0
WBGene00168517,0,0,0,0,0,0
WBGene00168518,0,0,0,0,0,0
WBGene00168519,0,0,0,0,0,0
WBGene00168520,0,0,0,0,0,0
WBGene00168521,0,0,0,0,0,0
WBGene00168522,0,0,0,0,0,0
WBGene00168523,0,0,0,0,0,0
WBGene00168524,0,0,0,0,0,0
WBGene00168525,2,0,0,0,1,0
WBGene00168526,0,0,0,0,0,0
WBGene00168527,0,0,0,0,0,0
WBGene00168528,0,0,0,0,0,0
WBGene00168529,0,0,0,0,0,0
WBGene00168530,0,0,0,0,0,0
WBGene00168531,0,0,0,0,0,0
WBGene00168532,0,0,0,0,0,0
WBGene00168533,0,1,0,0,0,0
WBGene00168534,0,0,0,0,0,0
WBGene00168535,0,0,0,0,0,0
WBGene00168536,0,0,0,0,0,0
WBGene00168537,0,0,0,0,0,0
WBGene00168538,0,0,0,0,0,0
WBGene00168539,0,0,0,0,0,0
WBGene00168540,0,0,0,0,0,0
WBGene00168541,0,0,0,0,0,0
WBGene00168542,0,0,0,0,0,0
WBGene00168543,0,0,0,0,0,0
WBGene00168544,0,0,0,0,0,0
WBGene00168545,0,0,0,0,0,0
WBGene00168546,0,0,0,0,0,0
WBGene00168547,0,0,0,0,0,0
WBGene00168548,0,0,0,0,0,0
WBGene00168549,0,0,0,0,0,0
WBGene00168550,0,0,0,0,0,0
WBGene00168551,0,0,0,0,0,0
WBGene00168552,0,0,0,0,0,0
WBGene00168553,0,0,0,0,0,0
WBGene00168554,0,0,0,0,0,0
WBGene00168555,0,0,0,0,0,0
WBGene00168556,0,0,0,0,0,0
WBGene00168557,0,0,0,0,0,0
WBGene00168558,0,0,0,0,0,0
WBGene00168559,0,0,0,0,0,1
WBGene00168560,0,0,0,0,0,0
WBGene00168561,0,0,0,0,0,0
WBGene00168562,0,0,0,0,0,0
WBGene00168563,0,0,0,0,0,0
WBGene00168564,0,0,0,0,0,0
WBGene00168565,0,0,1,0,0,0
WBGene00168566,0,0,0,0,0,0
WBGene00168567,0,0,0,0,0,0
WBGene00168568,0,0,0,0,0,0
WBGene00168569,0,0,0,0,0,0
WBGene00168570,0,0,0,0,0,0
WBGene00168571,0,0,0,0,0,0
WBGene00168572,0,0,0,0,0,0
WBGene00168573,0,0,0,0,0,0
WBGene00168574,0,1,0,0,0,0
WBGene00168575,0,0,0,0,0,0
WBGene00168576,0,0,0,0,0,0
WBGene00168577,0,0,0,0,0,0
WBGene00168578,0,0,0,0,0,0
WBGene00168579,0,0,0,0,0,0
WBGene00168580,0,0,0,0,0,0
WBGene00168581,0,0,0,0,0,0
WBGene00168582,0,0,0,0,0,0
WBGene00168583,0,0,0,0,0,0
WBGene00168584,0,0,0,0,0,0
WBGene00168585,0,0,0,0,0,0
WBGene00168586,0,0,0,0,0,0
WBGene00168587,0,0,0,0,0,0
WBGene00168588,0,0,0,0,0,0
WBGene00168589,0,1,1,1,0,0
WBGene00168590,0,0,0,0,0,0
WBGene00168591,0,0,0,0,0,0
WBGene00168592,0,0,0,0,0,0
WBGene00168593,0,0,0,0,0,0
WBGene00168594,0,0,0,0,0,0
WBGene00168595,0,0,0,0,0,0
WBGene00168596,0,0,0,0,0,0
WBGene00168597,0,0,0,0,0,0
WBGene00168598,0,0,0,0,0,0
WBGene00168599,0,0,0,0,0,0
WBGene00168600,0,0,0,0,0,0
WBGene00168601,0,0,0,0,0,0
WBGene00168602,0,0,0,0,0,0
WBGene00168603,0,0,0,0,0,0
WBGene00168604,0,0,0,0,0,0
WBGene00168605,0,0,1,0,0,0
WBGene00168606,0,0,0,0,0,0
WBGene00168607,0,0,0,0,0,0
WBGene00168608,0,0,0,0,0,0
WBGene00168609,0,0,0,0,0,0
WBGene00168610,0,0,0,0,0,0
WBGene00168611,0,0,0,0,0,0
WBGene00168612,0,0,0,0,0,0
WBGene00168613,0,0,0,0,0,0
WBGene00168614,0,0,0,0,0,0
WBGene00168615,0,0,0,0,0,0
WBGene00168616,0,0,0,0,0,0
WBGene00168617,0,0,0,0,0,0
WBGene00168618,0,0,0,0,0,0
WBGene00168619,0,0,0,0,0,0
WBGene00168620,0,0,0,0,0,0
WBGene00168621,0,0,0,0,0,0
WBGene00168622,0,0,0,0,0,0
WBGene00168623,0,0,0,0,0,0
WBGene00168624,0,0,0,0,0,0
WBGene00168625,0,0,0,0,0,0
WBGene00168626,0,0,0,0,0,0
WBGene00168627,0,0,0,0,0,0
WBGene00168628,0,0,0,0,0,0
WBGene00168629,0,0,0,0,0,0
WBGene00168630,0,0,0,0,0,0
WBGene00168631,0,0,0,0,0,0
WBGene00168632,0,0,0,0,0,0
WBGene00168633,0,0,0,0,0,0
WBGene00168634,0,0,0,0,0,0
WBGene00168635,0,0,0,0,0,0
WBGene00168636,0,0,0,0,0,0
WBGene00168637,0,0,0,0,0,0
WBGene00168638,0,0,0,0,0,0
WBGene00168639,0,0,0,0,0,0
WBGene00168640,0,0,0,0,0,0
WBGene00168641,0,0,0,0,0,0
WBGene00168642,0,0,1,0,0,1
WBGene00168643,0,0,0,0,0,0
WBGene00168644,0,0,0,0,0,0
WBGene00168645,0,0,0,0,0,0
WBGene00168646,0,0,0,0,0,0
WBGene00168647,2,0,0,0,0,0
WBGene00168648,0,0,0,0,0,0
WBGene00168649,0,0,0,0,0,0
WBGene00168650,0,0,0,0,0,0
WBGene00168651,0,0,0,0,0,0
WBGene00168652,0,0,0,0,0,0
WBGene00168653,0,0,0,0,0,0
WBGene00168654,0,0,0,0,0,0
WBGene00168655,0,0,0,0,0,0
WBGene00168656,0,0,0,0,0,0
WBGene00168657,0,0,0,0,0,0
WBGene00168658,0,0,0,2,0,0
WBGene00168659,0,0,0,0,0,0
WBGene00168660,0,0,0,0,0,0
WBGene00168661,0,0,0,0,0,0
WBGene00168662,0,0,0,0,0,0
WBGene00168663,0,0,0,0,0,0
WBGene00168664,0,0,0,0,0,0
WBGene00168665,0,0,0,0,0,0
WBGene00168666,0,0,0,0,0,0
WBGene00168667,0,0,0,0,0,0
WBGene00168668,0,0,0,0,0,0
WBGene00168669,0,0,0,0,0,0
WBGene00168670,0,0,0,0,0,0
WBGene00168671,0,0,0,0,0,0
WBGene00168672,0,0,0,0,0,0
WBGene00168673,0,0,0,1,0,0
WBGene00168674,0,0,0,0,0,0
WBGene00168675,0,0,0,0,0,0
WBGene00168676,0,0,0,0,0,0
WBGene00168677,0,0,0,0,0,0
WBGene00168678,0,0,0,0,0,0
WBGene00168679,0,0,0,0,0,0
WBGene00168680,0,0,0,0,0,0
WBGene00168681,0,0,0,0,0,0
WBGene00168682,0,0,0,0,0,0
WBGene00168683,0,0,0,0,0,0
WBGene00168684,0,0,0,0,0,0
WBGene00168685,0,0,0,0,0,0
WBGene00168686,0,0,0,0,0,0
WBGene00168687,0,0,0,0,0,0
WBGene00168688,0,0,0,0,0,0
WBGene00168689,0,0,0,0,0,0
WBGene00168690,0,0,0,0,0,0
WBGene00168691,0,0,0,0,0,0
WBGene00168692,0,0,0,0,0,0
WBGene00168693,0,0,0,0,0,0
WBGene00168694,0,0,0,0,0,0
WBGene00168695,0,0,0,0,0,0
WBGene00168696,0,0,0,0,0,0
WBGene00168697,0,0,0,0,0,0
WBGene00168698,1,0,0,0,0,0
WBGene00168699,0,0,0,0,0,0
WBGene00168700,0,0,0,0,0,0
WBGene00168701,0,0,0,1,0,0
WBGene00168702,0,0,0,0,0,0
WBGene00168703,0,0,0,0,0,0
WBGene00168704,0,0,0,0,0,0
WBGene00168705,0,0,0,0,0,0
WBGene00168706,0,0,0,0,0,0
WBGene00168707,0,0,0,0,0,0
WBGene00168708,0,0,0,0,0,0
WBGene00168709,0,0,0,0,0,0
WBGene00168710,0,0,1,0,0,0
WBGene00168711,0,0,0,0,0,0
WBGene00168712,0,0,0,0,0,0
WBGene00168713,0,0,0,0,0,0
WBGene00168714,0,0,0,0,0,0
WBGene00168715,0,0,0,0,0,0
WBGene00168716,0,0,0,0,0,0
WBGene00168717,0,0,0,0,0,0
WBGene00168718,0,0,0,0,0,0
WBGene00168719,0,0,0,0,0,0
WBGene00168720,0,0,0,0,0,0
WBGene00168721,0,0,0,0,0,0
WBGene00168722,0,0,0,0,0,0
WBGene00168723,0,0,0,0,0,0
WBGene00168724,0,0,0,0,0,0
WBGene00168725,0,0,0,0,1,0
WBGene00168726,0,0,0,0,0,0
WBGene00168727,0,0,0,0,0,0
WBGene00168728,0,0,0,0,0,0
WBGene00168729,0,0,0,0,0,0
WBGene00168730,0,0,0,0,0,0
WBGene00168731,0,0,0,0,0,0
WBGene00168732,0,0,0,0,0,1
WBGene00168733,0,0,0,0,0,0
WBGene00168734,0,0,0,0,0,0
WBGene00168735,0,0,0,0,0,0
WBGene00168736,0,0,0,0,0,0
WBGene00168737,0,0,0,0,0,0
WBGene00168738,0,0,0,0,0,0
WBGene00168739,0,0,0,0,0,0
WBGene00168740,0,0,0,0,0,0
WBGene00168741,0,0,0,0,0,0
WBGene00168742,0,0,0,0,0,0
WBGene00168743,0,0,0,0,0,0
WBGene00168744,0,0,0,0,0,0
WBGene00168745,0,0,0,0,0,0
WBGene00168746,0,0,0,0,0,0
WBGene00168747,0,0,0,0,0,0
WBGene00168748,0,0,0,0,0,0
WBGene00168749,0,0,0,0,0,0
WBGene00168750,0,0,0,0,0,0
WBGene00168751,0,0,0,0,0,0
WBGene00168752,0,0,0,0,0,0
WBGene00168753,0,0,0,0,0,0
WBGene00168754,0,0,0,0,0,0
WBGene00168755,0,0,0,0,0,0
WBGene00168756,0,0,0,0,0,0
WBGene00168757,0,0,0,0,0,0
WBGene00168758,0,0,0,0,0,0
WBGene00168759,0,0,0,0,0,0
WBGene00168760,0,0,0,0,0,0
WBGene00168761,0,0,0,0,0,0
WBGene00168762,0,0,0,0,0,0
WBGene00168763,0,0,0,0,0,0
WBGene00168764,0,0,0,0,0,0
WBGene00168765,0,0,0,0,0,0
WBGene00168766,0,0,0,0,0,0
WBGene00168767,0,0,0,0,0,0
WBGene00168768,0,0,0,0,0,0
WBGene00168769,0,0,0,0,0,0
WBGene00168770,0,0,0,0,0,0
WBGene00168771,0,0,0,0,0,0
WBGene00168772,0,0,0,0,0,0
WBGene00168773,0,0,0,0,0,0
WBGene00168774,0,0,0,0,0,0
WBGene00168775,0,0,0,0,0,0
WBGene00168776,0,0,0,0,0,0
WBGene00168777,1,2,0,0,0,0
WBGene00168778,0,0,0,0,0,0
WBGene00168779,0,0,0,0,0,0
WBGene00168780,0,0,0,0,0,0
WBGene00168781,0,0,0,0,0,0
WBGene00168782,0,0,0,0,0,0
WBGene00168783,0,0,0,0,0,0
WBGene00168784,0,0,0,0,0,0
WBGene00168785,0,0,0,0,0,0
WBGene00168786,0,0,0,0,0,0
WBGene00168787,1,1,0,1,0,0
WBGene00168788,0,0,0,0,0,0
WBGene00168789,0,0,0,0,0,0
WBGene00168790,0,0,0,0,0,0
WBGene00168791,0,0,0,0,0,0
WBGene00168792,0,0,0,0,0,0
WBGene00168793,0,0,0,0,0,0
WBGene00168794,0,0,0,0,0,0
WBGene00168795,0,0,0,0,0,0
WBGene00168796,0,0,0,1,0,0
WBGene00168797,0,0,0,0,0,0
WBGene00168798,0,0,0,0,0,0
WBGene00168799,0,0,0,0,0,0
WBGene00168800,0,0,0,0,0,0
WBGene00168801,0,0,0,0,0,0
WBGene00168802,0,0,0,0,0,0
WBGene00168803,0,0,0,0,0,0
WBGene00168804,0,0,0,0,0,0
WBGene00168805,0,0,0,0,0,0
WBGene00168806,0,0,0,0,0,0
WBGene00168807,0,0,0,0,0,0
WBGene00168808,0,0,0,0,0,0
WBGene00168809,0,0,0,1,0,0
WBGene00168810,0,0,0,0,0,0
WBGene00168811,0,0,0,0,0,0
WBGene00168812,0,0,0,0,0,0
WBGene00168813,0,0,0,0,0,0
WBGene00168814,0,0,0,0,0,0
WBGene00168815,0,0,0,0,0,0
WBGene00168816,0,0,0,0,0,0
WBGene00168817,1,2,0,0,0,0
