external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
klp-7,10100,10319,9556,11522
K11H3.6,148,186,163,294
K11H3.7,91,83,62,70
M01A8.2,2104,1737,1670,1667
M01F1.4,6007,5571,5638,6315
M01F1.8,1715,1791,1722,1827
M01F1.9,1944,1970,1851,2129
ave-1,208,214,194,258
M04D8.8,0,0,0,0
M142.8,809,847,837,934
M88.5,13329,12659,11748,14150
R01H2.7,82,81,98,102
rfp-1,14601,13453,11634,13817
trp-2,675,668,704,643
R07E5.17,85,71,54,67
pde-2,15430,14823,14247,16272
ikke-1,16586,15176,14522,17026
alx-1,29193,25927,24562,29008
tag-310,27088,25143,23862,27354
cup-5,12664,12789,12523,13313
ten-1,20110,17864,16688,19277
R144.12,635,603,570,649
R151.2,30740,29598,29600,32247
R151.4,80,53,49,59
dpy-31,2559,2132,2211,2322
R155.1,9509,9394,9545,9701
R74.8,13097,12607,10762,13426
T02C1.2,148,142,120,140
T03F6.7,0,1,1,1
T03F6.8,2,1,6,4
cdk-1,8997,8508,8019,9018
T05G5.9,28918,28640,26401,30638
ostf-4,2,0,0,2
T07A5.5,45,55,23,134
unc-69,2796,2551,2337,2660
T07C4.10,2444,2406,2054,2669
nex-2,2500,2233,2461,2404
T12D8.10,208,250,214,274
T12D8.9,4656,4287,3704,4041
T16G12.9,12,10,9,13
T16H12.11,1065,1008,973,1131
T16H12.3,1756,1504,1443,1630
bath-43,6377,5793,5220,6004
kin-18,20286,18973,16735,20919
gei-16,36281,30692,31593,32727
ttr-7,57,44,41,26
mml-1,3816,3220,3136,3600
T20G5.14,1132,1117,1024,1310
prs-1,14270,13185,11794,14111
unc-49,2494,1948,2161,2095
T21C12.8,52,50,57,53
T23F11.6,97,98,97,95
mtm-3,36395,33424,30056,35867
set-1,9464,8789,7997,9493
ant-1.1,265536,260192,275184,292772
tag-266,1307,1317,1425,1479
lit-1,19370,18112,19596,20307
gei-4,34448,35128,31701,37035
hmt-1,2253,2154,2214,2415
odr-4,6306,5770,6027,6782
Y111B2A.26,800,755,673,880
Y111B2A.27,11,10,7,6
Y111B2A.28,704,669,581,589
Y111B2A.5,922,827,698,852
Y111B2A.9,1383,1242,1205,1437
Y22D7AR.14,0,1,0,6
Y37D8A.11,6314,6259,5691,6617
unc-25,1350,1036,1188,919
Y37D8A.25,299,280,334,411
Y37D8A.26,0,0,0,1
Y39A1A.1,11169,10094,10434,11773
cnt-2,17374,16651,15988,17259
Y39A1A.21,2852,2753,2862,3127
ins-16,0,0,0,0
ckr-2,291,227,215,227
Y39A3CL.7,10624,10720,10588,11665
smi-1,1501,1271,1338,1523
gly-5,9996,9279,9117,9521
pqn-83,9319,9043,8926,9262
crh-1,6480,6196,6032,6773
Y42G9A.3,502,457,507,588
Y42G9A.4,20336,19407,20027,21260
Y43F4A.1,600,437,416,535
Y43F4B.5,8956,8397,8771,9409
Y47D3A.20,59,78,74,113
gly-9,4386,4476,4161,4855
Y47D3A.31,9,11,10,5
Y47D3A.32,40,33,24,34
tra-1,1728,1908,1796,2004
twk-31,1122,900,915,955
rsa-2,12171,12143,12052,13242
Y48A6B.6,78,45,52,45
pha-1,1348,1276,956,1300
Y48G9A.9,811,718,745,776
tat-1,11349,10687,10041,11426
Y49E10.27,0,0,0,0
pph-4.2,4210,4365,4258,4778
Y50D7A.11,384,386,408,460
strd-1,2580,2399,2290,2799
Y53G8AR.7,269,274,271,299
feh-1,1175,821,976,819
phf-5,766,779,717,909
fbxa-219,45,32,55,48
hel-308,1800,1622,1659,1777
Y55B1AR.2,3545,3643,3582,3892
stim-1,5682,5181,4623,5606
Y55B1BR.5,39,36,36,37
Y55B1BR.6,18,10,15,10
Y55D5A.1,630,619,717,758
Y56A3A.36,277,303,319,331
rep-1,2228,2240,2354,2389
alh-12,4180,3666,3420,4134
smr-1,2279,2428,2375,2647
Y71D11A.3,635,624,606,593
apb-1,17407,15940,16052,17900
nob-1,525,439,474,562
zip-1,655,572,576,634
Y75B8A.37,0,0,0,0
Y75B8A.39,4,0,1,1
gly-11,833,685,583,656
brp-1,38698,37172,32369,38550
Y79H2A.12,7,4,8,8
Y79H2A.3,8235,8195,7227,8911
Y82E9BL.18,21,20,22,21
Y82E9BR.14,3255,3202,2985,3510
Y82E9BR.16,2826,2793,3076,3195
Y82E9BR.17,3680,3489,3535,3964
Y82E9BR.21,51,51,57,52
Y82E9BR.22,69,74,50,119
Y82E9BR.3,15075,17182,19338,22039
uaf-1,21826,22340,21532,23352
ZC21.9,5,11,6,5
fbxa-29,39,30,23,25
srw-9,0,0,0,0
ZC84.7,1432,1320,1243,1426
unc-16,25819,24424,22127,25130
ZK1098.11,117,137,129,192
ZK1098.2,2901,2577,2434,2784
ttll-4,5730,5215,4795,5414
vps-29,2427,2426,2417,2906
cyk-3,7895,7274,7174,7592
ZK328.7,321,259,235,265
ZK418.10,1,0,0,3
ZK418.11,4,2,2,2
ZK418.2,0,2,4,2
ZK418.9,11356,10876,10229,11465
ZK512.10,0,0,0,3
ZK512.11,54,50,42,43
cul-2,37207,38122,36847,40246
mcm-6,29952,27805,25462,30462
ZK632.14,668,593,497,625
lin-9,7384,6726,6394,7212
unc-32,56719,51566,49410,56598
tpk-1,348,294,252,334
grl-25,21,24,16,29
ZK652.6,3705,3378,3379,3804
ZK686.5,4,5,3,5
ZK757.4,4930,4517,4613,5278
ZK783.5,0,0,0,1
clec-200,120,100,96,110
C30H6.12,7,1,4,0
C33A12.19,427,361,369,374
exc-5,1688,1302,1336,1390
C33D9.10,6,5,5,3
C33D9.3,231,213,185,205
klp-10,2343,2456,2010,2462
C35B1.8,3,1,1,0
srz-71,0,0,0,0
lin-1,236,230,224,239
C39E9.8,5174,5129,4827,5006
srsx-15,0,0,0,0
srsx-16,0,2,4,1
peptidase,91111,88090,85692,96770
C42C1.4,5578,4990,4641,5398
oac-8,26,22,24,25
lgc-43,245,198,204,203
srx-14,1,0,0,1
nhr-46,7060,6385,6493,7040
C47A4.2,550,537,499,510
C47E12.12,1,0,2,1
C47E12.13,38,19,29,34
C47E12.14,0,1,1,0
pyp-1,35004,31569,30509,33666
egl-19,4501,3605,3627,3774
C48D1.5,13,14,24,10
C49A9.10,206,203,182,276
C49A9.9,396,332,338,362
C49C3.10,139,151,119,122
C50F7.1,72,62,86,57
C53B4.4,208928,216642,175943,216622
C53D6.10,1,1,1,0
C53D6.11,58,73,61,56
C53D6.8,27,20,13,17
C54E4.2,3571,3333,3308,3485
C55C3.7,1,1,0,0
transferase,12287,11996,11716,13029
D2096.12,2152,2024,1694,2116
praf-3,3325,3131,3017,3685
srz-24,10,2,6,6
hoe-1,10649,9367,8627,9934
mec-3,177,97,130,162
F01D4.9,6,9,9,7
dic-1,4251,3913,3657,4215
F08G5.3,171,110,159,116
clec-184,28,29,25,25
F09E8.8,9,13,14,13
cpsf-4,2269,2121,2266,2562
F11E6.10,17,18,14,16
F11E6.11,8,15,17,22
F13B12.7,0,1,1,1
F18F11.5,238,209,206,213
pme-3,11592,10555,9778,11281
klp-11,3750,3027,2961,3115
F20C5.7,0,0,0,0
ceh-19,85,59,58,49
F22B3.9,7,2,2,1
dur-1,2730,1913,1954,2023
F26D10.13,0,3,0,0
fkh-7,3199,3095,3036,3294
F28E10.1,2320,1732,1897,1854
F28E10.5,4,3,2,4
ubc-9,6924,6789,6428,7530
daf-1,2843,2820,2680,2928
F29C4.7,8632,8705,8578,9654
srbc-71,0,0,0,0
tbc-3,5469,5050,5165,5864
F32E10.9,106,102,113,97
nhr-8,764,566,539,562
itr-1,21659,19027,17474,19806
F33D4.8,690,675,676,848
hrg-6,25,26,25,22
F36H1.11,19,26,12,21
F36H1.12,5,3,1,4
hrg-5,1,3,0,0
F37C4.5,9589,9582,9781,10785
clec-169,2015,1571,1817,1998
F38A5.1,7812,7399,6885,7444
nspb-1,0,0,0,0
lec-11,862,667,769,833
hlh-31,0,0,0,0
cng-3,17,12,10,17
F38E11.13,30,23,31,26
F38E11.6,174,113,107,155
hrp-1,60352,64234,58194,65961
F42G8.10,4705,4651,4616,5088
F45E4.7,587,380,516,531
mbk-2,80215,75367,74601,81085
pam-1,39900,37946,38296,42855
F49E8.7,3639,3363,2922,3408
F52B11.1,6598,6060,5228,6349
F53H1.4,11359,11016,9429,11496
egl-4,49582,47300,46618,50890
F55B11.5,3,7,7,5
F55B11.6,2,4,2,0
F56A11.7,22,25,25,22
F56B3.4,3154,2837,2876,3239
glb-19,30,39,31,31
srz-62,0,0,0,0
F56D6.8,2,1,0,1
fibrulin-1D,1460,1152,1204,1186
F58F9.10,0,2,2,0
F58F9.11,1,1,3,1
F58F9.3,284,206,209,212
F58F9.8,1,1,1,1
F58F9.9,1,0,0,0
nhr-34,5119,4285,4183,4583
F58G6.8,7,5,7,5
F58G6.9,187,225,180,245
F59B8.1,114,60,91,86
H01G02.3,691,618,573,545
tat-2,940,706,693,776
H06H21.8,558,553,470,503
H08M01.2,1055,897,857,797
H12I19.8,0,0,0,0
H20E11.1,664,525,541,563
H20E11.3,487,434,487,462
unc-26,7018,6726,5821,7377
srz-104,0,0,0,0
K04D7.6,11,9,22,8
K07F5.16,70,56,55,64
K07H8.2,13787,13485,12558,14297
vit-6,4130869,4128351,4103760,5196191
lag-1,10203,9459,9031,10188
K08B4.7,34,28,28,32
epi-1,39204,35293,33392,38264
K08D12.7,1,1,0,0
K08D8.4,820,816,890,887
K08F4.12,9,3,5,2
unc-43,37416,31760,30826,32711
M01H9.3,10761,10626,11523,12136
osm-3,137,127,179,188
zen-4,27920,26464,24440,29588
M03D4.4,2125,1875,1775,1912
M04B2.6,14,9,18,18
M04B2.7,16,15,17,12
M04G7.3,171,201,215,169
M117.6,10,12,10,25
col-135,128,132,116,134
clec-189,0,0,0,0
M199.7,2,0,1,2
M199.8,0,0,0,1
M4.1,3131,3154,2747,3322
R07H5.3,1718,1494,1579,1763
fbxb-75,228,199,194,221
R08C7.2,7773,7726,8150,8826
R09E10.10,0,0,1,0
R09E10.9,0,1,1,0
R09H10.6,0,0,0,2
R09H10.7,14,23,20,18
R102.10,8,8,4,6
glb-21,2,4,3,12
R11A8.8,17,21,24,18
nhr-104,528,394,551,525
R13A1.9,38,31,26,41
R13H7.2,130,117,160,111
aminotransferase,9226,8701,8475,9325
klp-12,27813,25195,21735,26330
T01G1.4,1128,1005,939,1041
T02D1.8,275,249,219,317
sru-20,120,81,96,103
T04B2.8,0,0,0,0
T04C4.1,8357,7921,8218,8808
helicase,67345,62578,56237,67127
tag-261,1522,1638,1344,1681
T07A9.9,27653,24803,24026,26788
T08B6.9,0,1,0,3
T09A12.2,159,152,136,117
nhr-66,16414,15055,15159,17559
alp-1,11282,9230,9715,9542
hrs-1,8150,7591,6900,7678
drp-1,13003,12215,11934,13450
T12G3.2,15954,14369,13319,15428
aat-4,159,141,151,161
srv-28,0,1,1,3
nlp-16,411,334,286,313
T13H10.2,79,40,45,58
pxf-1,14205,13222,12475,14683
T20D3.3,2962,2541,2155,2856
T22B11.4,2461,2006,1878,2019
T22D1.3,10221,9500,8906,9859
T23B5.3,11219,10563,10638,12156
T23B5.4,164,169,153,195
T23E1.3,3,3,4,2
T25B9.3,92,109,100,102
srh-63,0,0,0,0
T27E7.9,0,1,0,2
pes-1,104,90,104,135
W02A2.9,38,28,19,63
hlh-30,15456,15263,14958,14967
W03F8.10,8334,7517,6611,7892
pig-1,6588,6592,6618,7045
grd-13,99,63,99,57
mca-1,19716,17453,17341,17925
Y105C5A.26,0,0,0,0
hlh-32,23,11,15,16
dlc-4,2,2,0,1
Y116A8C.44,0,0,0,0
lst-3,28674,27766,25226,29074
Y37E11AL.3,5286,5277,4627,5498
Y37E11AR.7,2,1,3,2
Y37E11B.1,183,120,135,182
Y37E11B.10,16,0,9,7
Y38C1AA.1,5146,4802,4563,5128
Y38C1AA.12,908,806,795,846
cutl-24,714,578,682,763
vha-11,11353,10244,9747,10263
Y38F2AR.13,459,466,440,520
Y38H8A.7,106,127,102,122
Y41E3.18,3,0,2,0
srx-50,0,0,0,0
rad-51,5742,5448,4908,5830
Y45F10B.13,1441,1157,1178,1103
Y45F10B.15,2,6,3,7
Y45F10C.6,21,19,16,20
Y45F10D.14,5,8,11,6
Y45F10D.15,0,2,2,3
Y45F10D.16,2,0,4,0
clec-75,88,97,98,95
clec-77,1,0,0,1
ulp-3,356,331,348,392
Y4C6B.2,71,38,61,74
Y4C6B.7,325,295,316,340
Y51H4A.25,341,297,308,360
Y54G2A.10,20,22,30,11
Y54G2A.11,1519,1225,1482,1379
Y54G2A.17,6500,6272,6200,7196
Y54G2A.2,13872,13187,12339,13391
Y54G2A.24,2,0,0,6
lad-2,1202,929,1041,897
Y54G2A.26,7005,6438,6452,7390
Y54G2A.36,397,341,393,449
Y54G2A.37,240,235,220,218
Y54G2A.38,1,0,1,2
clec-80,332,236,261,284
Y54G2A.5,2025,2184,2116,2644
clec-82,58,34,42,36
Y55F3AM.6,2442,2357,2187,2423
Y55F3BR.8,2579,2535,2687,2539
tag-273,9837,8081,6887,8137
Y57G11B.6,10,8,7,5
Y57G11B.7,0,0,1,2
eps-8,20851,17375,18188,18407
Y57G11C.39,39,42,36,55
Y57G11C.40,21,17,19,20
Y57G11C.41,0,1,1,1
Y57G11C.42,105,88,113,73
Y57G11C.43,1272,1236,1101,1280
Y57G11C.44,56,51,47,55
Y57G11C.45,106,112,98,147
Y57G11C.46,32,34,42,42
pnc-2,24,20,14,13
Y57G11C.48,0,0,0,1
lgc-8,2,1,0,0
Y57G11C.50,30,15,15,16
Y57G11C.51,243,271,248,310
Y59E9AL.2,0,0,0,0
Y59E9AL.3,2,1,0,1
Y59E9AL.7,1148,1119,895,1212
Y59E9AL.8,0,1,0,0
Y59H11AL.1,91,59,98,70
Y59H11AR.2,5949,5000,5142,6213
Y62E10A.18,155,125,109,141
Y62E10A.19,114,83,87,75
srab-24,0,0,0,1
hum-8,2383,1927,2027,2229
Y66H1B.2,57116,51564,52392,60000
Y66H1B.5,4897,4454,4040,5264
Y67A10A.10,75,59,52,83
Y67D8A.2,2123,2054,1943,2374
mca-3,45307,41745,44291,45685
Y67D8C.3,1164,1042,976,1409
Y67H2A.10,4782,4664,3836,5303
fat-1,13658,12471,13103,14173
ric-8,2548,2318,2323,2524
mdf-2,4823,4489,4190,4651
Y69A2AR.7,2291,2332,2309,2300
Y73B6BL.31,2563,2241,2287,2809
acr-25,55,38,41,38
dlc-5,38,35,25,28
Y73B6BL.44,143,168,144,160
sqd-1,50762,49146,46002,52872
csp-2,15,8,11,10
pqn-89,1356,1059,1176,1111
Y73F8A.36,9,7,9,7
Y77E11A.12,173,165,207,179
Y77E11A.7,10504,10114,9691,11171
srz-72,0,0,0,0
srz-76,0,0,0,0
srz-75,1,0,1,1
Y94H6A.10,809,667,625,827
ubxn-2,3813,3847,3804,4076
str-169,0,0,0,2
twk-8,560,437,397,484
ZC410.5,1773,1516,1412,1679
unc-17,338,245,300,217
ZC477.3,4642,4262,3595,4529
ccr-4,49138,45496,43212,50191
ins-8,0,0,0,0
ZK180.3,1683,1490,1519,1766
ZK381.8,0,0,1,0
ehn-3,35,49,71,58
ZK617.4,1,0,1,3
ZK792.4,177,158,138,134
ZK795.4,1,0,0,0
ZK809.5,8395,7411,5954,7749
ZK809.8,1305,1122,1223,1321
nhx-9,1780,1305,1449,1463
ZK822.6,11,4,9,7
srxa-18,3,0,0,0
srxa-19,2,2,1,6
C08B6.14,0,0,1,0
chitinase,828,632,733,644
C08E8.5,0,0,0,0
C08E8.6,0,0,0,0
C10F3.4,939,781,844,917
ncx-2,12118,9725,10553,9794
akt-1,21297,19672,17536,19982
C12D8.13,0,2,0,1
fipr-4,8,4,4,6
C12D8.15,0,1,3,4
fipr-7,0,0,1,2
fipr-6,1,0,2,7
fipr-5,8,8,6,18
fipr-9,4,1,2,10
C13C4.7,41,36,38,41
ril-2,10079,9272,8614,9564
C15H11.10,0,0,0,0
C15H11.11,48,40,38,48
klc-2,11434,9759,9161,10480
srz-25,0,1,0,0
C18D4.6,374,372,358,385
srx-24,0,0,1,0
C24B9.3,7507,7279,7941,7959
C25D7.15,38,28,25,22
C25E10.13,4,1,1,5
srsx-34,585,497,523,618
C25F9.10,76,44,46,63
C26F1.1,533,441,482,447
C27A7.8,858,816,763,865
C27A7.9,2,1,1,1
C30G7.2,58,47,52,43
C30G7.3,4,2,1,1
C30G7.4,63,70,49,74
C30G7.5,0,0,0,0
srbc-84,0,0,0,0
ugt-35,3,3,0,3
C34B4.3,39,28,14,20
C34B4.4,10,2,7,12
C34B4.5,4,1,2,1
C35A5.10,36,22,26,20
C35A5.11,422,279,289,336
C38C3.4,155,92,115,133
C41G6.16,0,0,0,0
fbxb-64,17,23,7,13
srw-123,0,0,0,0
C44H9.7,555,457,478,511
C45B11.5,1,1,0,0
C45H4.18,1,3,1,1
srh-289,0,0,0,0
srh-290,0,0,0,0
C47A10.12,3,0,4,2
srh-288,0,0,0,0
srh-287,0,0,1,0
C47E8.11,2,1,0,3
C47E8.9,12,10,3,11
C50B8.6,145,124,145,161
sru-33,0,0,0,0
fipr-10,0,0,0,2
C50H2.13,113,116,98,124
egl-47,45,14,40,31
mec-9,97,75,60,59
C51E3.10,24,29,21,35
egl-3,6516,5669,5766,5825
nhx-3,426,364,341,404
C54F6.15,1,1,0,0
srz-44,3,6,5,2
srz-43,0,0,1,2
C55A1.15,0,0,0,0
C55A6.11,17,7,11,10
C55A6.12,209,210,186,215
D1054.9,1411,1085,1259,1115
srh-210,2,8,3,4
D1086.10,10875,10266,9888,11696
D1086.11,2051,1831,1582,2070
D1086.12,974,880,704,872
D1086.8,113,101,105,125
D1086.9,2,1,3,0
D2063.3,3729,3617,3557,3885
DC2.3,1662,1611,1769,1880
kin-33,692,696,629,735
ttr-49,164,132,141,173
E02C12.8,143,88,87,126
F02D8.5,30,19,27,25
F07B10.4,11,10,7,5
lgc-36,5,6,4,4
srsx-31,0,1,0,1
acl-6,7833,7376,6774,7725
F08F3.9,71,81,67,92
srz-97,18,15,13,11
F09C6.11,1,1,0,1
F09C6.12,1,4,4,4
F09C6.13,4,1,0,0
F09C6.14,0,1,0,1
F10A3.16,0,0,0,0
srx-92,4,8,3,9
F11A3.2,6882,6421,5717,6887
F11A5.15,6,11,18,6
F11A5.16,0,0,0,0
exp-2,742,554,547,440
F13A7.12,77,48,56,58
sre-36,3,5,12,4
F14D7.10,2,0,0,0
F14D7.11,1,1,0,1
F14D7.9,1,0,0,0
srw-41,0,0,0,1
srw-42,0,0,0,0
srz-101,0,0,0,1
srz-102,0,0,0,0
F14F8.14,0,0,0,0
dsl-7,43,38,43,33
F15E11.15,1393,1253,1275,1351
F15H10.10,0,0,0,0
F15H10.9,0,0,0,0
F16B4.2,122,112,122,106
F17C11.13,5,6,2,6
F17C11.7,5216,4867,4356,5222
F18E2.6,2,1,3,3
F18E3.11,59,77,72,93
srw-68,0,0,0,0
F20A1.6,133,117,92,134
F20D6.12,0,0,0,0
srp-7,18591,17049,15890,17282
srbc-27,0,0,1,0
F20G2.6,22,21,21,28
F21A3.8,11,7,15,17
pqn-31,655,408,390,483
srh-98,22,12,10,9
egl-9,4111,4017,3947,4230
unc-80,2930,2320,2445,2281
ttll-9,50,43,56,47
tag-93,27949,26463,25163,27083
nhr-141,57,43,44,61
acr-16,291,262,226,242
F25G6.7,107,101,85,86
let-413,5762,5128,5093,5659
F26D2.16,18,23,10,8
F26D2.3,9,7,9,6
F26F12.3,23598,19487,21055,22179
F26F12.5,21,26,29,22
srh-76,4,2,6,2
F26F2.8,79,66,90,99
srsx-10,1,2,5,2
srh-255,0,0,0,0
fbxa-94,8,21,21,25
F32D8.12,10345,8783,8413,8979
F32D8.14,1705,1678,1515,1835
F35B12.10,193,240,174,200
dct-17,2060,1664,1571,1871
F35E12.9,1500,1253,1331,1436
srw-34,0,0,1,0
F36D3.14,1,0,0,0
hum-2,27037,25057,24092,27664
srw-56,0,0,0,0
hif-1,28541,25449,25587,27143
F38A6.4,35,22,32,30
srx-86,0,1,0,3
srx-87,1,0,0,0
F39G3.5,322,257,268,250
F40A3.3,2839,2910,3125,3352
srz-66,0,0,0,0
F40F9.7,4651,4298,4221,5040
srt-74,1,0,0,0
smk-1,26014,24335,21217,25389
srx-31,0,0,0,0
srx-89,0,0,0,0
srx-80,1,0,0,0
srx-82,0,0,1,1
F43D2.6,346,329,319,340
nhr-128,76,85,90,105
nhr-184,82,56,63,60
F45D3.4,1828,1526,1956,1982
col-163,5,2,2,4
F46B6.13,0,0,0,0
F46B6.5,16936,16174,14116,17242
F46B6.6,2406,2149,2043,2208
acs-1,14915,13574,13305,15092
srm-5,5,4,5,8
F47B8.13,3,1,0,0
F47B8.14,0,0,0,0
srh-194,0,0,0,0
fce-2,662,572,586,672
F48F5.6,28,27,22,29
F49A5.10,0,0,1,0
clec-28,12,20,22,8
clec-32,2,2,0,0
gcy-7,5,3,6,0
hsp-17,1558,1381,1241,1553
F53B7.7,5,9,6,10
acr-17,59,72,42,83
F53F4.15,2,0,3,2
F53F4.16,164,195,161,203
F53F8.6,6,9,4,6
srbc-55,0,0,0,0
srbc-49,0,2,0,0
ketn-1,37787,32931,34698,35833
F55A11.11,232,188,189,177
sel-10,21931,21278,20102,22267
F55B12.4,1532,1464,1203,1472
srx-129,1,0,2,1
F55C10.5,91,90,85,97
F55C5.10,50,34,49,57
twk-24,248,246,170,237
F55C9.12,2,2,5,5
fbxb-63,79,66,63,82
F56H9.6,36,23,22,34
nhr-283,4,5,2,1
fipr-13,28,39,22,42
F57B1.8,0,0,1,0
nas-31,249,200,168,189
F58B4.6,41,33,40,35
F58E6.11,77,77,65,79
str-93,0,0,1,0
F59A1.15,1,0,0,1
F59A1.16,0,0,1,0
F59A7.5,123,142,86,119
nhr-144,88,78,76,111
clec-228,1,0,0,0
H12D21.11,0,1,0,1
nspa-2,0,0,0,0
nspa-4,0,0,0,0
nspa-6,0,0,0,0
nspa-7,0,0,0,0
unc-23,2507,2040,1813,2048
math-33,35865,33842,32314,36134
H24G06.1,9889,8605,8406,8310
H24K24.3,6004,5763,6151,6347
H37A05.4,423,433,304,468
par-1,29271,26690,25732,28741
H39E23.2,3,4,1,4
H39E23.3,2,3,0,3
cdr-7,191,163,177,168
K02E11.10,10,6,15,13
K02E11.9,1,1,1,1
K03B8.11,2,2,2,2
K04F1.14,2,4,0,4
srz-13,0,0,0,0
K05D4.9,0,0,2,0
mod-1,76,123,88,96
srh-147,0,0,1,2
srh-149,0,0,0,0
srh-299,0,0,0,0
lea-1,31374,26061,28569,36817
K08H10.2,15371,14062,14430,17450
srw-89,4,6,5,5
dop-2,142,132,110,130
K10C8.4,3,4,2,9
K10G4.10,17,8,10,18
srw-30,0,0,0,0
unc-70,36976,32813,31708,34606
K12B6.9,81,66,72,99
K12G11.6,55,44,47,41
srw-11,0,3,0,2
pst-1,3604,3568,3152,3729
cpi-2,4944,4888,4721,5737
R02C2.7,49,63,63,55
R02F11.3,1040,969,987,954
mys-3,4631,4339,3829,4451
R08A2.7,5,2,3,7
srj-23,6,14,8,2
srbc-60,0,4,1,1
srw-145,5,4,2,2
avr-15,550,449,481,400
R11G10.3,100,79,77,73
nhr-58,252,206,242,275
R13D7.2,137,116,108,98
R13H4.8,33,25,35,25
R186.8,176,156,149,270
T01C3.11,9,5,2,3
odr-2,248,244,250,253
grl-7,1354,944,1278,1116
T02E9.6,2,2,2,1
num-1,12291,12091,11531,13557
srh-75,0,2,0,0
T04C12.7,21,21,13,21
T04C12.8,18,25,27,35
T05B11.7,57,53,43,58
T05H4.15,211,179,200,155
T05H4.6,8732,8257,8009,8489
T06E4.12,2,0,2,0
atl-1,13851,12998,11482,13874
cyb-3,65761,66699,68563,75735
fipr-12,2537,2401,2169,2543
T07C12.14,1049,1001,896,1055
mec-1,2175,1283,1898,1773
srh-138,0,2,1,1
T08G3.13,1,0,0,0
ins-10,7,2,1,2
srz-11,1,0,2,0
eea-1,9556,8621,7018,9171
pmp-5,11926,11845,11797,11637
str-180,20,18,10,10
srab-26,6,10,6,9
srh-1,3,9,8,7
T11F9.19,3,2,8,4
T13F3.7,8,13,11,12
T13F3.8,7,5,3,5
inx-10,843,602,699,679
gck-1,11186,9845,9393,10712
T19A5.3,2313,1770,1983,1885
T19H12.12,0,0,1,0
T19H12.3,128,98,113,106
clec-25,7,10,11,9
clec-36,17,31,19,14
nhr-284,34,33,32,38
T21H3.1,33727,35478,39782,41851
fbxa-127,31,34,29,23
srz-99,20,13,12,16
T25F10.6,15798,13681,14342,14349
nhr-285,0,0,1,1
T26H5.9,16,11,10,38
T26H8.4,0,0,0,0
T27C5.12,8,6,7,4
unc-62,17471,16867,18122,18052
nlp-46,1,3,5,6
npa-1,56948,49912,43378,55174
cnc-10,71,74,50,108
W02D7.12,0,3,0,0
W02F12.4,3023,2751,2433,2992
W02H5.9,824,830,896,926
W04E12.9,58,29,42,30
W05E10.5,10,12,5,5
ret-1,96991,89949,95451,104639
rme-1,65266,59675,56406,62984
ttn-1,26468,20387,18621,20934
W08G11.5,2,1,1,0
Y102A5C.36,76,94,95,128
ttx-1,889,767,881,929
gly-4,4392,4192,4302,4355
Y116F11B.9,0,3,0,0
nhr-65,275,234,273,232
srd-75,0,0,0,0
sru-45,0,0,0,0
Y32F6A.6,50,60,52,58
Y38H6C.23,87,78,50,91
bed-1,1495,1561,1711,1631
nhr-95,438,386,387,414
Y39D8A.1,353,356,433,438
chk-1,5963,6337,6072,7009
gar-3,383,327,322,329
Y42A5A.5,25,25,14,39
grsp-1,89,130,64,157
pbo-5,339,275,284,262
Y45G12C.16,0,0,0,0
nhr-114,3717,3609,3473,3571
srt-42,10,8,12,8
Y46H3A.7,1100,1127,1066,1217
Y46H3C.7,150,147,108,156
Y50D4A.5,86,92,98,121
unc-34,5853,5492,5300,6047
nspa-10,0,0,0,0
clec-248,0,0,0,0
Y51A2B.6,1,0,1,1
Y51A2B.8,2,0,0,0
slo-1,2326,1748,2243,1933
Y51A2D.21,57,37,36,43
Y58G8A.4,390,384,375,394
dpy-21,8792,8299,7836,8559
nhr-13,1150,1101,1008,1191
chk-2,245,270,246,258
sri-67,0,1,0,0
Y60A3A.23,0,0,1,0
Y60A3A.24,39,33,36,41
Y60A3A.25,45,34,35,48
Y68A4A.10,0,0,0,0
Y68A4A.13,3,4,1,2
Y69H2.10,40,39,32,44
sfxn-1.3,0,0,0,0
srz-91,0,0,1,0
Y6G8.5,0,0,1,0
Y6G8.6,0,0,0,1
nhr-112,75,68,90,112
Y75B12B.10,0,0,0,0
Y75B12B.11,1,2,5,2
Y97E10AR.2,306,227,232,235
ZC132.3,36,24,24,16
ZC302.2,3030,2844,2767,3216
ZC376.7,9347,8428,8434,9248
pme-5,8843,7732,7725,8428
ZK228.10,1,1,0,0
ZK285.2,2,2,2,2
her-1,40,23,38,48
ZK287.9,43,50,42,57
ZK6.11,8056,7838,7625,8037
srw-102,0,1,1,0
srw-101,1,1,0,0
ZK697.14,1,0,0,2
ZK836.3,59,66,55,61
ZK856.14,12,8,5,6
B0403.5,108,88,103,95
B0403.6,73,72,49,57
C01C10.2,449,429,377,436
dyn-1,6926,6090,6656,6842
olrn-1,611,378,473,452
ser-2,287,230,267,186
aex-3,1824,1537,1657,1536
C03A3.1,829,759,738,732
nspc-3,5,3,7,3
nspc-4,93,91,85,115
nspc-5,9,13,9,6
nspc-6,0,0,0,0
nspc-1,154,162,170,172
nspc-2,0,0,0,0
C04A11.5,20,13,10,23
C04C11.1,118,121,96,107
unc-78,2760,2461,2901,2880
C05E7.1,159,84,106,74
ins-9,1,5,9,0
ham-2,2094,1813,1904,2007
nhr-35,1258,1153,1073,1264
