wormbase_gene,N2.2,Eat2.2,Nhr62.2,Nhr62Eat2.2,N2.3,Eat2.3,Nhr62.3,Nhr62Eat2.3,N2.1,Eat2.1,Nhr62.1,Nhr62Eat2.1
WBGene00202212,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00195490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195527,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00196274,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196496,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197092,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197147,1,0,0,1,1,1,0,0,0,0,1,0
WBGene00198081,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00198088,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044295,5,14,2,6,3,5,7,5,3,5,4,7
WBGene00015638,405,380,400,369,394,331,641,457,328,305,541,235
WBGene00015639,7,9,7,9,8,7,6,9,8,2,13,9
WBGene00015640,35,15,29,39,29,25,40,27,27,37,40,18
WBGene00015641,870,1063,1030,1006,796,922,1438,1351,844,800,1346,761
WBGene00015642,1065,1390,1296,1187,1025,1225,1800,1451,1002,945,1539,735
WBGene00015644,728,1034,801,962,764,751,1090,1012,803,719,1243,627
WBGene00007476,458,511,514,497,439,415,599,495,405,448,747,335
WBGene00007482,74,142,135,210,62,81,83,139,106,112,135,99
WBGene00007483,6,12,12,11,1,8,3,7,3,11,14,8
WBGene00196538,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015647,325,326,274,358,221,257,409,393,232,322,405,200
WBGene00015649,1,3,2,3,3,3,3,3,4,3,10,5
WBGene00007478,28,142,46,79,50,74,62,79,72,105,69,63
WBGene00007479,143,50,73,62,28,44,190,63,46,116,79,22
WBGene00007481,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045322,1,0,0,1,0,0,0,1,0,3,0,0
WBGene00195525,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007484,3,5,3,1,1,8,5,2,6,6,8,3
WBGene00007485,2,3,3,2,2,1,2,1,2,0,2,0
WBGene00007486,156,182,158,187,166,134,186,147,184,101,252,102
WBGene00007487,37,35,26,45,24,35,29,52,38,34,60,34
WBGene00196731,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044470,1,0,0,1,0,0,0,0,0,0,0,0
WBGene00199025,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00201640,11,17,13,17,12,14,26,18,12,11,10,12
WBGene00015655,0,0,0,3,0,0,0,0,0,0,1,0
WBGene00023234,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044001,541,454,551,495,465,369,720,520,471,344,905,284
WBGene00199309,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200683,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202129,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206538,5,6,3,6,2,6,2,4,6,6,3,1
WBGene00007489,69,114,87,68,58,102,77,104,109,112,107,55
WBGene00007492,3009,2995,3280,3329,2866,2383,4168,3186,2872,2491,4610,1902
WBGene00007494,0,1,0,0,1,1,3,0,0,0,0,0
WBGene00007495,33,80,32,46,28,44,45,55,39,49,49,44
WBGene00007497,11,11,12,8,9,8,24,17,11,8,13,4
WBGene00045323,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195891,0,0,2,1,0,0,0,0,1,0,0,0
WBGene00198045,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198692,0,0,0,1,4,0,3,0,2,0,1,3
WBGene00199032,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199630,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200439,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201250,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202358,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00043120,3,3,4,2,10,2,5,2,5,1,3,0
WBGene00007499,859,833,863,924,768,676,1199,950,775,638,934,483
WBGene00007503,43,132,52,70,51,104,64,82,60,133,56,50
WBGene00015661,28,176,55,79,64,102,69,104,83,141,68,71
WBGene00015662,20,22,19,17,22,27,35,30,20,21,31,16
WBGene00050957,158,356,203,240,138,251,209,263,187,349,205,190
WBGene00201152,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202174,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206485,12,42,12,22,14,18,11,26,13,29,16,14
WBGene00015663,1,0,0,1,0,0,1,0,1,0,0,0
WBGene00015664,4,5,7,4,5,4,5,8,9,2,3,3
WBGene00015665,75,152,90,88,85,115,108,90,98,102,118,60
WBGene00015667,19,22,17,18,16,17,17,24,6,10,27,18
WBGene00015668,5,3,7,1,3,0,5,4,2,2,4,0
WBGene00045456,9,26,7,10,8,11,10,11,10,30,14,11
WBGene00015670,325,303,337,337,298,208,379,307,260,275,424,171
WBGene00015671,332,566,343,475,314,363,422,480,329,386,542,322
WBGene00199817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196524,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201200,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00007506,49,79,34,73,29,50,71,74,27,78,33,49
WBGene00007507,124,176,91,167,108,99,71,60,95,265,309,191
WBGene00007508,589,925,639,934,508,668,555,737,659,1223,1154,654
WBGene00007509,118,56,36,75,56,33,36,33,70,50,136,51
WBGene00007511,27,72,35,59,30,56,48,67,31,41,58,32
WBGene00195550,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200561,1,0,2,0,1,0,0,0,1,0,1,0
WBGene00201374,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007512,20,103,20,42,37,91,40,58,42,90,39,44
WBGene00007515,111,56,129,53,78,44,144,57,95,65,151,31
WBGene00045154,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045175,1,2,1,1,0,0,2,0,2,1,3,0
WBGene00015672,11,11,12,5,14,8,11,8,7,12,10,7
WBGene00015673,45,62,59,55,42,47,79,58,51,45,78,29
WBGene00015674,12,10,20,13,19,1,25,11,17,5,42,3
WBGene00015675,9,5,21,8,7,2,9,10,11,6,33,5
WBGene00195404,1,0,1,0,1,0,0,1,0,1,2,0
WBGene00196184,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195714,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196902,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198110,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00198675,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199677,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201301,0,0,7,6,2,4,7,4,2,0,4,2
WBGene00202080,0,2,0,0,1,0,1,0,0,0,0,0
WBGene00202186,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015679,4,3,1,1,3,0,3,0,0,3,3,0
WBGene00195637,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015685,7,36,10,10,12,21,8,17,8,30,14,14
WBGene00015690,10,39,8,13,17,25,7,28,21,35,11,12
WBGene00195352,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196367,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199670,0,1,2,0,0,0,0,0,0,0,1,0
WBGene00201435,0,0,0,0,0,1,0,1,0,0,0,0
WBGene00202057,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202405,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00015686,881,649,951,896,803,619,1103,765,883,664,1330,491
WBGene00015688,1044,3544,1690,2410,1736,2328,1926,2151,2619,3114,2725,1722
WBGene00196461,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201323,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202121,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015681,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015682,3,9,4,3,4,3,5,4,5,5,3,2
WBGene00015683,2012,1817,2165,1816,1959,1251,2903,2011,1702,684,2471,709
WBGene00015684,2402,3061,2812,2835,2623,2335,3791,2971,2971,2351,4903,1651
WBGene00198526,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00022921,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195426,0,1,0,0,0,0,1,0,0,2,0,0
WBGene00196219,1,0,0,0,1,0,0,0,0,0,1,0
WBGene00201765,0,0,0,0,1,0,0,0,0,0,0,1
WBGene00202449,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00015696,48,285,100,152,103,178,108,163,139,219,138,99
WBGene00201142,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202184,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015701,13,11,8,9,13,10,9,15,13,19,18,5
WBGene00015702,1805,1738,1979,2101,1798,1450,2548,1985,1790,1286,2848,1137
WBGene00015703,950,1026,1001,1018,979,710,1388,916,917,664,1563,574
WBGene00195288,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196792,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196301,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199702,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200513,0,0,0,1,0,0,0,0,0,1,0,0
WBGene00201215,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201289,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202031,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202134,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202456,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007520,367,387,399,464,280,303,542,415,394,431,553,217
WBGene00007521,287,328,383,257,283,197,329,218,315,64,587,111
WBGene00007522,3,4,6,8,2,3,4,4,3,2,4,1
WBGene00195508,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00012292,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007525,52,133,65,91,44,99,77,81,57,75,70,48
WBGene00199680,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199738,0,0,1,1,0,0,0,1,0,0,0,1
WBGene00199960,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200958,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195707,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196361,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196462,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197970,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198938,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198997,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199084,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012350,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007523,1,0,0,0,0,0,1,1,0,1,2,0
WBGene00197435,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198188,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200443,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00201227,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007528,192,179,196,247,162,145,282,182,165,127,243,105
WBGene00007529,530,493,557,580,479,406,673,604,469,375,741,313
WBGene00007530,3,0,1,16,0,2,1,4,3,13,3,2
WBGene00007531,25,30,19,26,14,14,17,22,21,18,24,9
WBGene00023500,247,300,349,185,247,217,424,271,341,136,406,134
WBGene00195751,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198071,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198816,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012377,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012653,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012752,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013010,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013386,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013918,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015713,2623,3612,3115,5543,2865,3169,3281,4293,3540,2940,4816,3298
WBGene00200042,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015714,2,7,5,1,3,1,12,3,4,6,3,0
WBGene00015715,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022922,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198199,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015711,7,24,11,14,5,14,9,16,8,4,20,6
WBGene00015706,20,21,12,23,13,11,12,50,9,11,12,18
WBGene00015707,8,5,3,4,8,3,2,6,3,4,6,2
WBGene00015708,8,8,9,8,1,6,6,10,3,6,1,6
WBGene00015710,187,211,191,286,122,176,215,187,158,177,235,125
WBGene00007540,2,3,4,2,3,0,1,1,0,2,3,5
WBGene00007542,6,2,3,6,6,1,4,1,2,0,0,0
WBGene00014674,0,0,0,0,0,0,0,0,2,0,0,0
WBGene00194780,1,0,1,1,0,1,2,1,0,0,0,0
WBGene00195157,2,1,2,0,0,2,1,1,1,2,1,1
WBGene00195539,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198293,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201264,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201770,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014675,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014676,1,1,0,2,0,0,0,1,0,0,0,0
WBGene00007538,10,48,11,25,20,44,17,24,20,45,18,13
WBGene00015728,84,122,112,176,87,80,148,139,127,103,196,67
WBGene00015729,55,86,40,45,60,48,45,47,44,83,57,39
WBGene00199720,0,0,1,0,0,0,0,1,0,0,0,0
WBGene00200432,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00015718,0,0,0,0,0,1,0,0,0,5,0,0
WBGene00015726,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015727,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00044547,1,2,0,4,3,4,2,3,3,1,2,1
WBGene00015719,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015720,5,3,1,0,0,0,1,4,0,0,1,0
WBGene00015721,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015722,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015723,1,0,0,0,1,0,0,1,0,1,0,0
WBGene00015724,1,0,0,0,2,0,0,0,0,0,0,0
WBGene00023235,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015725,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007545,2915,2633,3187,3397,2780,2438,3955,3157,2742,2650,4177,2056
WBGene00197886,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013948,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015731,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015733,477,516,507,619,409,459,660,482,433,398,609,304
WBGene00199460,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007552,7,8,5,16,3,5,6,13,6,8,12,7
WBGene00195704,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196739,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201992,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200875,0,0,0,1,0,0,0,0,0,1,1,0
WBGene00200967,0,1,0,0,0,1,0,0,0,0,2,1
WBGene00202006,2,1,0,2,0,0,1,1,0,0,0,1
WBGene00007548,122,152,133,183,103,130,145,149,122,124,181,99
WBGene00007550,38,85,61,70,16,51,39,59,40,96,39,36
WBGene00007551,52,90,49,50,32,59,67,62,40,53,42,25
WBGene00195250,4,5,3,3,5,6,5,5,3,6,1,1
WBGene00197001,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00200520,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015740,141,219,131,184,95,159,173,154,131,208,169,99
WBGene00015741,40,49,36,38,46,31,44,34,40,38,45,22
WBGene00015744,787,749,834,925,805,531,1071,768,801,607,1163,521
WBGene00015745,2751,2382,2809,2820,2514,1822,3650,2560,2289,1871,3855,1480
WBGene00015746,1538,1438,1586,1467,1303,897,1903,1280,1347,1121,2607,883
WBGene00007553,185,172,218,226,183,97,255,203,182,87,339,91
WBGene00198920,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202443,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195819,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00196603,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00197730,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00197830,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198732,0,1,0,1,0,1,1,1,0,1,1,0
WBGene00198811,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015747,1456,1316,1519,1579,1482,972,2009,1537,1313,997,2325,873
WBGene00195906,0,0,0,0,0,0,0,0,0,0,2,0
WBGene00198173,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198449,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015748,5,17,8,15,3,9,13,10,7,13,12,5
WBGene00015750,8,12,9,8,8,7,6,5,8,9,9,4
WBGene00015751,41,36,45,31,27,29,82,43,43,35,75,14
WBGene00050944,314,333,306,328,281,222,402,355,279,204,510,215
WBGene00007562,227,375,255,313,214,275,308,293,263,294,331,153
WBGene00007563,42,225,56,83,69,168,75,142,91,250,97,89
WBGene00007557,133,187,173,142,156,142,194,189,189,169,181,85
WBGene00007558,69,91,96,79,77,71,103,116,75,47,105,51
WBGene00007559,16,95,23,46,30,54,33,52,35,94,30,46
WBGene00007560,4,0,0,4,1,0,6,0,2,15,0,0
WBGene00045348,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00050955,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050956,25,114,48,61,47,78,41,55,64,91,56,53
WBGene00077447,0,2,0,0,0,0,0,1,3,3,1,2
WBGene00077642,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206536,7,31,9,14,8,21,15,16,5,25,8,9
WBGene00007567,3,6,1,3,1,5,1,5,1,3,0,3
WBGene00007569,0,16,3,1,1,1,7,7,1,9,6,5
WBGene00007570,25,102,37,47,42,84,38,60,60,82,64,47
WBGene00007571,0,2,1,1,2,3,0,3,2,3,1,2
WBGene00007572,3,31,8,13,6,13,4,18,10,12,8,12
WBGene00045347,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00184990,652,649,631,665,669,510,849,682,622,499,960,450
WBGene00007573,1691,1382,1797,1666,1627,1121,2365,1577,1589,974,2385,917
WBGene00007574,547,752,542,631,513,584,835,712,541,611,761,394
WBGene00007578,3059,2699,3373,3445,3276,2297,4045,3126,3319,2406,5261,1931
WBGene00007579,574,553,580,549,477,403,772,527,483,405,967,335
WBGene00007580,5297,4703,5824,5001,4876,3426,7273,5435,4415,3077,8228,2931
WBGene00007583,422,532,659,641,436,453,780,625,708,205,1003,295
WBGene00014677,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015755,3337,4057,3619,3562,3406,2755,4554,3371,3215,2381,5355,2099
WBGene00195744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196787,0,0,0,1,0,0,2,0,0,0,0,0
WBGene00197895,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198860,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015752,1972,2799,1944,2533,1507,2309,2953,2576,1613,1694,2374,1379
WBGene00015753,80,137,106,74,62,94,111,68,68,124,99,44
WBGene00015754,3442,2645,3624,3425,3061,2345,4371,3171,3197,2528,4502,1842
WBGene00022923,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022924,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007584,366,1463,542,916,597,1013,638,806,852,1258,871,707
WBGene00007585,219,249,223,260,213,155,300,208,202,218,346,136
WBGene00007588,17491,11051,18464,18070,16794,10696,22300,15466,16617,12132,21535,9447
WBGene00045126,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195234,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015765,3,10,2,9,2,4,3,6,3,9,9,1
WBGene00197914,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198770,0,0,0,1,0,0,1,0,0,0,0,0
WBGene00015766,336,295,355,345,311,269,470,363,308,234,554,208
WBGene00015768,80,183,102,168,81,111,112,123,90,132,139,91
WBGene00015769,440,394,506,483,453,382,586,465,458,387,539,279
WBGene00196898,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015763,1,23,2,11,0,10,12,12,1,21,5,11
WBGene00015764,4,1,0,0,0,1,1,1,1,1,0,0
WBGene00015756,353,907,321,932,308,745,393,917,298,696,314,606
WBGene00015757,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00015759,1285,3506,984,3290,1090,2804,1349,4144,1356,2682,1027,2295
WBGene00015760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015761,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015762,0,3,0,1,0,6,0,0,1,0,2,2
WBGene00015770,1,1,1,0,1,0,0,0,1,0,0,0
WBGene00196229,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206378,1,3,0,3,2,1,2,0,0,0,2,0
WBGene00015772,0,0,1,0,0,0,1,1,0,0,0,0
WBGene00015773,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00015774,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015775,0,0,0,0,2,2,1,0,2,0,2,0
WBGene00044562,0,0,1,0,1,3,2,2,0,0,1,0
WBGene00195681,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023236,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196584,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196876,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197061,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197190,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197710,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00197921,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197992,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198397,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198494,0,0,0,0,1,0,0,0,1,0,0,0
WBGene00198602,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198962,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199194,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199223,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199386,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199410,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200407,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200410,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200959,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201426,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201486,1,0,0,0,0,0,0,0,0,1,0,0
WBGene00201959,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202021,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202377,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015780,1057,2510,1307,1698,1201,1860,1378,1538,1502,2602,2151,1450
WBGene00015781,19,15,13,34,10,9,20,23,9,34,9,5
WBGene00015782,3,2,0,1,3,2,4,3,0,2,3,2
WBGene00195692,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195957,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022925,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200658,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201745,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197025,10,2,3,7,6,3,4,6,6,0,7,3
WBGene00197600,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00198523,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007592,445,482,464,380,360,363,604,436,408,381,662,207
WBGene00007593,944,1266,1116,1319,875,968,1355,1255,986,1020,1405,683
WBGene00202051,0,1,0,1,0,0,0,0,0,1,0,1
WBGene00202243,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00007597,46,196,75,105,65,119,77,102,103,171,106,67
WBGene00007598,50,44,32,25,52,42,78,35,43,42,48,35
WBGene00007599,333,806,312,439,396,569,517,593,360,510,408,276
WBGene00007595,3,7,3,5,1,5,7,5,1,9,8,4
WBGene00196674,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201867,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015783,95,137,89,108,90,114,103,112,90,228,154,75
WBGene00196489,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197206,0,0,0,0,0,0,0,0,0,1,1,0
WBGene00199632,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00200226,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200444,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201481,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00015784,2,1,4,5,4,1,3,2,5,0,9,3
WBGene00015785,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00015786,55,83,51,87,53,69,62,76,52,59,76,48
WBGene00015788,8,9,8,13,11,14,9,6,133,424,40,166
WBGene00044573,6,3,0,8,1,6,1,6,2,2,5,3
WBGene00007600,26,58,24,44,28,30,33,34,23,61,54,28
WBGene00007601,755,3508,1099,1836,1359,2215,1293,2095,1925,2826,2161,1693
WBGene00007602,2015,1495,1891,2072,1867,1288,2501,1958,1937,1540,2807,1296
WBGene00007603,603,572,559,622,585,418,711,560,553,448,818,318
WBGene00195596,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195683,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013993,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196779,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200956,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201126,0,0,0,3,0,0,1,1,0,0,0,0
WBGene00201500,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015790,40,72,53,62,42,54,51,61,42,53,67,31
WBGene00015791,789,1172,859,1020,890,774,1134,876,847,596,1242,563
WBGene00015792,7,22,15,8,15,17,12,17,15,14,24,12
WBGene00015793,258,359,264,411,206,279,331,353,299,273,406,202
WBGene00196942,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00200986,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00007606,1930,1769,2109,1910,1609,1300,2635,1905,1678,1183,3107,1018
WBGene00007607,13,12,12,16,15,13,15,13,15,10,18,7
WBGene00007608,6,24,9,7,6,15,10,13,4,21,11,2
WBGene00007609,650,775,638,751,648,485,860,691,584,554,832,406
WBGene00045460,1,0,0,0,0,1,1,0,0,2,0,0
WBGene00195942,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015794,325,759,335,451,281,485,416,372,397,496,567,326
WBGene00195415,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196089,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00198924,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015795,37,21,36,33,33,22,50,26,47,38,43,11
WBGene00015796,68,186,80,120,86,148,99,113,112,149,122,99
WBGene00015797,98,175,118,116,113,112,148,135,96,100,167,61
WBGene00007613,89,456,146,232,144,305,165,257,205,361,257,192
WBGene00007618,3,14,4,3,2,11,3,4,4,14,0,7
WBGene00007619,12,8,12,15,11,6,15,4,11,9,11,6
WBGene00044971,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077576,6,17,8,13,9,23,8,15,19,28,11,4
WBGene00206494,0,0,1,2,1,0,1,0,0,1,0,0
WBGene00201702,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014678,4,21,3,10,4,15,6,14,6,5,9,11
