wormbase_gene,JA1,JA2,JA3,JA4,JA5,JA6,JA10,JA11,JA12,JA13,JA14,JA15,JA19,JA20,JA21,JA22,JA23,JA24,JA28,JA29,JA30,JA31
WBGene00007705,3200,3608,2471,2304,4128,2452,3090,4424,2804,5380,2873,2624,2900,4255,3444,5049,4423,5618,3760,1945,4436,2268
WBGene00007713,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0
WBGene00077526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
WBGene00199495,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,2,1,2,2,4,2
WBGene00016087,1496,1738,999,778,1638,765,1963,2447,1614,3192,1159,1177,710,2559,1948,1576,1961,2159,1613,763,1948,996
WBGene00196788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198068,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00198694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016081,16,20,13,4,25,12,6,8,3,14,4,7,13,11,11,8,6,9,7,5,9,4
WBGene00016082,1,4,2,2,8,1,0,5,0,3,0,1,0,1,2,3,2,0,4,1,3,1
WBGene00016083,17,20,14,13,29,13,9,10,5,9,6,2,9,6,6,9,1,6,5,2,5,2
WBGene00016085,27,36,16,21,39,24,2,8,4,6,2,0,7,7,8,4,5,4,19,2,12,9
WBGene00199272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00201003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044297,18,32,19,21,29,17,9,21,13,30,3,11,12,25,16,25,18,38,33,16,45,15
WBGene00195812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007714,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007720,813,1070,684,700,1291,759,773,969,631,1349,633,659,1363,1155,904,2037,1421,1711,1318,539,1221,616
WBGene00007721,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,2,1,9,2,7,3
WBGene00014681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007722,29,35,22,25,56,27,33,33,13,49,14,16,42,51,39,73,50,50,81,40,72,31
WBGene00050940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196008,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,1,0
WBGene00198426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007717,87,125,74,54,114,46,97,158,93,178,71,72,52,125,60,156,101,127,140,69,167,56
WBGene00007719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00016099,342,415,275,267,491,263,172,234,127,311,124,101,234,369,360,287,352,432,437,307,652,332
WBGene00016100,1,2,3,0,10,4,2,1,0,3,0,0,4,4,4,9,5,5,12,9,10,7
WBGene00016101,495,658,398,308,693,315,610,940,488,976,351,336,581,1184,919,1139,1100,1291,1140,675,1612,809
WBGene00023431,5,7,1,7,9,4,1,2,3,5,0,1,7,8,4,10,8,9,20,8,23,7
WBGene00196987,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,3,1,1
WBGene00201795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016094,113,131,83,67,171,56,49,71,29,83,33,35,52,119,103,116,111,121,103,75,161,86
WBGene00016095,374,464,232,209,463,270,269,338,200,425,151,154,219,457,351,482,345,491,377,179,491,296
WBGene00016096,8,11,4,7,13,6,6,15,7,10,7,4,6,12,12,17,9,17,14,5,14,12
WBGene00016097,342,474,227,249,543,276,1463,2176,1080,2124,919,859,2604,3281,2695,4511,3854,4571,2877,1450,3970,2054
WBGene00016102,732,904,447,427,957,428,777,1135,575,1335,542,520,710,1252,1005,1229,1128,1173,1089,512,1261,640
WBGene00195430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196227,1,2,1,0,0,1,0,1,0,0,0,0,2,2,2,2,1,0,2,1,5,8
WBGene00196240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00197452,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,1,1,3,1,3,6
WBGene00197465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00197615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
WBGene00198304,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,1,3,2,0
WBGene00199708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
WBGene00199786,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,2,2,4
WBGene00200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00200062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00200299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WBGene00200825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
WBGene00201492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0
WBGene00201503,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,5,2,6,1
WBGene00201506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00202292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00202302,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
WBGene00016105,0,2,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1
WBGene00016106,176,205,105,106,204,130,44,74,38,152,51,39,12,19,9,18,13,15,27,14,50,21
WBGene00044569,1,4,4,4,6,2,5,2,1,7,2,3,2,1,1,4,3,2,3,0,2,2
WBGene00195416,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
WBGene00022941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00022943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00022944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044291,28,64,30,42,67,34,7,21,8,26,10,5,6,18,10,9,19,7,21,21,37,22
WBGene00045411,7,10,2,10,6,7,16,37,14,30,16,13,29,53,35,46,40,38,520,242,632,297
WBGene00045412,0,0,1,1,1,0,8,4,3,14,4,3,7,15,7,16,9,10,83,34,103,38
WBGene00045413,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,2,2,0,7,3
WBGene00045461,74,118,48,70,101,86,37,38,28,53,24,26,48,48,37,58,62,67,154,96,195,114
WBGene00050967,2,5,2,2,9,0,1,0,0,4,0,0,2,3,3,0,4,3,4,6,8,4
WBGene00194803,0,1,0,0,0,0,2,1,1,1,0,0,10,9,2,3,10,5,54,20,49,25
WBGene00200836,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0
WBGene00007723,15,13,7,7,13,7,1,6,4,6,2,2,24,30,14,27,15,27,277,103,310,125
WBGene00007724,82,100,69,39,102,69,60,104,41,112,68,55,34,54,48,64,57,80,26,22,38,21
WBGene00007725,196,254,145,165,220,130,109,184,93,200,95,74,102,177,165,196,226,222,602,356,874,533
WBGene00007726,14,18,14,8,18,9,3,9,1,14,2,4,3,5,6,10,5,5,31,14,27,14
WBGene00007727,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,2,3,1
WBGene00007728,31,23,16,23,31,22,8,19,10,21,9,4,6,9,8,14,14,17,6,3,11,5
WBGene00014682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00014684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00014685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
WBGene00014686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2
WBGene00007730,1272,1341,1090,885,1681,1022,1362,2009,1421,2530,1341,1281,2899,2637,2539,3414,3144,4759,4877,2261,4763,2742
WBGene00007731,964,1222,788,660,1254,817,934,1337,858,1754,821,824,992,1415,1214,1658,1729,1932,1406,574,1611,808
WBGene00007734,15,8,4,6,12,5,16,20,9,29,5,10,14,14,13,25,26,33,16,7,19,10
WBGene00007735,23,15,14,15,24,10,4,4,3,4,0,2,7,7,3,5,7,4,22,5,9,4
WBGene00016107,10,11,10,6,17,9,2,9,4,7,1,4,11,7,8,15,10,13,34,10,28,16
WBGene00016108,41,50,40,30,43,31,14,19,14,42,4,4,17,38,20,29,32,25,53,30,68,30
WBGene00016109,41,68,33,53,90,63,36,66,16,62,23,18,48,46,43,67,59,52,82,35,84,30
WBGene00016111,40,31,17,27,44,21,12,33,12,30,12,13,51,52,31,69,46,54,141,66,134,75
WBGene00016119,244,223,145,128,285,174,359,574,271,476,256,228,618,690,518,612,614,800,935,775,1197,741
WBGene00016120,1008,855,717,159,279,198,991,1098,1192,1385,477,801,154,2034,1323,641,1031,1400,1383,1113,1984,1273
WBGene00016123,790,988,586,546,1189,642,747,1038,623,1310,610,609,803,961,844,1240,1109,1481,936,378,943,509
WBGene00044391,5,4,2,4,9,2,5,6,3,12,4,3,5,6,8,10,5,13,14,14,18,8
WBGene00044392,3,4,5,3,4,6,0,1,1,2,1,1,3,0,2,3,2,1,3,3,3,2
WBGene00194642,385,537,370,281,650,381,331,520,246,629,306,239,445,392,383,707,538,596,353,141,382,191
WBGene00194836,73,95,51,68,149,74,62,95,50,87,42,37,130,128,115,132,152,157,190,91,202,99
WBGene00200765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00201757,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
WBGene00016112,875,1144,669,599,1222,670,855,1291,769,1673,747,706,944,1224,1059,1333,1526,1662,1047,496,1258,689
WBGene00016116,2781,3476,2277,1829,3746,2188,2491,3619,2270,4791,1926,1982,2502,4246,3955,4128,4816,5691,4110,2031,4894,2549
WBGene00016118,8922,12153,6822,5769,13586,6359,4883,6937,3464,9056,3257,3021,4307,7838,6465,7487,8803,8878,6856,2714,8165,3744
WBGene00196545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00196689,0,1,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,1,1,0,0,1
WBGene00198739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00016125,28,19,22,21,34,23,2,5,3,9,5,4,6,3,8,6,3,6,13,5,13,6
WBGene00016129,1327,1571,1056,952,1720,1051,869,1229,823,1595,855,729,1043,1062,935,1633,1315,1795,880,352,844,468
WBGene00016130,46,56,36,31,70,41,29,46,25,37,16,16,18,23,17,29,21,39,28,8,30,21
WBGene00016131,727,947,569,479,851,478,336,501,258,536,207,203,301,628,497,571,512,593,762,438,963,426
WBGene00202330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016132,7,4,5,3,6,0,6,1,3,11,3,1,2,2,0,4,5,3,2,2,7,2
WBGene00016133,297,366,195,178,389,146,133,196,98,290,84,62,40,129,80,114,112,144,97,53,137,63
WBGene00016134,2150,2718,1611,1341,2726,1582,1827,2322,1421,3185,1267,1300,1066,2352,1821,2691,2423,3110,482,300,796,404
WBGene00016135,140,183,82,64,100,39,118,167,119,183,89,86,55,222,160,141,197,168,256,166,354,174
WBGene00016136,6,12,4,5,10,4,8,9,10,18,6,6,0,1,1,2,2,1,4,0,2,2
WBGene00198892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199902,1,1,1,2,1,1,0,1,1,1,0,1,0,1,2,0,0,1,0,0,0,2
WBGene00077553,22,33,20,14,38,28,8,14,4,20,8,9,16,27,20,33,16,16,19,8,40,11
WBGene00007739,18,17,9,8,22,7,7,7,9,16,7,8,3,14,10,16,13,15,29,20,17,20
WBGene00007740,7,14,4,4,18,10,2,0,2,0,1,2,1,4,4,1,0,2,7,3,12,6
WBGene00007742,5,2,6,4,6,5,1,4,3,4,3,4,11,7,5,9,4,13,28,16,25,17
WBGene00007743,301,380,212,191,353,155,141,230,129,264,91,112,73,188,198,237,231,281,104,64,160,85
WBGene00007744,276,343,220,198,381,222,294,400,238,494,220,226,253,417,361,369,441,517,306,176,401,189
WBGene00007745,139,178,100,84,147,88,73,120,69,157,67,55,103,135,110,155,135,169,220,155,284,129
WBGene00007746,449,577,377,287,578,301,334,438,264,539,234,205,272,531,484,515,563,634,433,225,646,339
WBGene00023420,15,16,13,12,19,14,4,2,1,6,0,1,3,10,3,7,12,15,25,13,20,18
WBGene00198915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00007747,0,1,0,2,1,0,0,0,0,1,0,0,2,0,1,1,1,3,5,4,5,1
WBGene00007748,150,192,99,103,174,116,192,273,134,254,101,89,245,340,270,464,385,456,559,316,661,344
WBGene00195551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
WBGene00196836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00197126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00198461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WBGene00016137,5,7,3,7,5,6,1,3,1,3,0,1,2,5,2,4,4,3,2,1,4,3
WBGene00016145,2174,2413,1627,1382,2750,1390,1755,2410,1529,3027,1544,1455,2005,2370,2000,2859,2773,3288,2140,1061,2350,1346
WBGene00198989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201838,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0
WBGene00201889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016146,216,294,145,144,388,173,83,155,55,161,48,45,22,57,36,70,72,83,11,3,20,15
WBGene00196181,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00201465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016148,2508,3228,2071,1859,3758,2181,2594,3889,2267,4824,2404,2142,3459,3609,3140,5123,4212,5498,4088,1664,4144,2238
WBGene00201518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00007751,612,744,475,395,890,544,269,355,257,431,170,186,310,892,660,654,622,797,590,456,1078,490
WBGene00196307,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
WBGene00197451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00198005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00014265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196480,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
WBGene00202331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
WBGene00016154,5637,6762,4351,3242,6391,3331,5232,6937,4971,9176,4208,4211,3906,8169,6575,7522,8109,9483,6447,3230,7981,4232
WBGene00016155,18,37,15,24,48,14,14,33,11,35,8,9,24,29,33,23,24,22,39,17,72,21
WBGene00016159,2001,2222,1566,1085,1897,1032,1765,2244,1819,2986,1354,1522,1063,2929,2510,2318,2623,3629,2498,1451,3207,1798
WBGene00022946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00197660,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00016153,1,6,2,3,3,2,1,3,1,4,1,1,0,1,0,3,5,2,6,0,2,2
WBGene00044386,2,2,2,3,5,1,1,4,2,10,4,3,4,2,0,3,6,5,8,4,5,2
WBGene00044387,20,25,12,7,21,10,4,13,11,22,3,4,13,10,16,27,19,24,32,12,31,10
WBGene00022945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007753,512,582,358,278,506,254,343,440,256,508,186,168,171,557,329,326,364,414,555,457,906,500
WBGene00196251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00007754,11,11,5,2,4,3,2,4,4,13,4,2,4,2,4,11,9,9,22,4,28,12
WBGene00007755,75,88,52,43,110,54,62,60,35,83,32,25,41,105,57,88,73,80,78,57,105,66
WBGene00007756,1653,1898,1251,873,1641,882,1511,1899,1305,2254,863,916,934,2947,2165,1868,2066,2587,1879,1196,2651,1324
WBGene00007757,823,975,625,604,1156,656,494,689,414,922,495,391,591,708,636,874,824,945,723,311,735,441
WBGene00007758,163,268,150,151,303,130,105,178,56,160,52,59,156,244,208,231,261,229,206,116,305,149
WBGene00007759,0,1,0,1,1,0,2,1,0,1,1,1,2,2,0,0,1,1,2,1,3,1
WBGene00007760,818,1044,614,542,1141,607,1030,1417,867,1905,755,846,1160,1524,1214,1834,1820,2117,1975,792,1923,1003
WBGene00007762,3577,4262,2751,1961,4251,2056,3684,4999,2948,6446,2506,2711,2442,5314,4517,4785,5478,6502,3797,1880,4990,2450
WBGene00007763,22,44,21,17,34,20,4,6,1,4,1,0,7,11,11,8,8,6,58,22,52,25
WBGene00007764,326,365,186,145,277,125,155,223,156,201,94,64,150,493,372,219,245,308,804,822,1317,734
WBGene00007765,892,1029,611,552,1128,555,3557,5536,3244,5170,2790,2247,6878,6607,5744,10041,7569,10905,3217,2249,4217,2483
WBGene00007771,470,638,364,295,660,350,771,1280,638,1387,603,572,544,1027,892,926,1009,1137,1138,506,1208,593
WBGene00201993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00007773,1220,1520,935,803,1629,852,979,1355,885,1732,731,745,546,1171,981,1215,1061,1246,951,457,1094,499
WBGene00007774,900,1205,785,613,1237,602,972,1304,775,1570,603,599,746,1704,1341,1136,1405,1595,1494,728,1806,861
WBGene00196728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0
WBGene00200952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007766,1157,1621,962,656,1524,835,1332,1690,1104,2404,1016,949,1619,2716,2174,2966,2904,3273,2187,971,2789,1293
WBGene00196636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007768,2,0,1,1,1,0,0,1,0,2,1,1,1,0,1,1,0,1,2,0,1,2
WBGene00007769,18,39,30,25,57,28,24,15,12,34,12,13,21,20,12,17,31,25,22,10,22,8
WBGene00044984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016160,2,3,2,2,4,1,2,3,1,2,2,1,3,4,1,5,5,3,29,9,21,12
WBGene00044388,30,30,19,16,38,34,2,2,2,2,0,0,1,0,3,0,2,0,3,2,3,5
WBGene00044389,100,92,85,62,124,80,58,103,64,82,48,58,67,69,55,102,115,123,122,98,188,129
WBGene00200157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202400,4,3,5,1,9,2,3,0,0,4,1,2,1,3,1,3,6,5,13,2,8,6
WBGene00016161,86,102,56,59,123,95,3,2,2,0,0,1,0,2,14,1,2,0,14,10,19,13
WBGene00007777,95,101,59,65,144,108,9,17,17,13,8,6,8,10,23,15,10,19,25,13,26,17
WBGene00007778,116,135,67,66,136,102,3,12,10,24,5,4,13,14,27,20,23,19,34,15,47,33
WBGene00007779,922,1132,666,496,981,504,577,738,479,924,302,360,274,868,684,746,783,889,825,439,1145,488
WBGene00007780,1969,2424,1480,1261,2601,1353,2263,3099,1688,4101,1706,1749,1596,3009,2667,3586,3337,3935,2379,1079,2908,1350
WBGene00016163,5398,6470,4334,3123,6264,3394,4532,5805,4279,8431,3417,3595,2913,6219,5375,6243,6508,8305,4298,2097,5602,2739
WBGene00016164,10,4,2,6,10,3,3,7,4,6,3,1,1,3,1,2,1,1,5,3,7,2
WBGene00016171,4394,5096,3380,2645,4897,2705,3684,5184,3392,6463,3165,3002,3161,5711,5045,4898,5649,7048,3933,2041,4923,2730
WBGene00197702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00197874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00016166,3186,3999,2643,1989,3945,2268,2649,3555,2541,4875,2151,2193,2414,4222,3573,4413,4446,5742,4334,2033,5236,2696
WBGene00016168,1,2,2,0,3,1,3,2,1,1,1,1,0,0,3,1,1,0,5,0,6,1
WBGene00016169,1116,1342,905,657,1200,693,1369,1685,1141,2223,972,984,725,1620,1451,1671,1622,2266,1499,747,1795,920
WBGene00043156,175,219,115,133,300,147,147,223,99,275,115,127,233,185,178,285,254,245,148,49,171,79
WBGene00045090,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
WBGene00045091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,7,3,2,2
WBGene00016172,510,563,340,317,565,326,603,958,523,921,409,393,568,1006,761,1202,990,1248,1061,687,1573,840
WBGene00016174,318,364,198,180,378,216,206,320,162,284,135,132,79,159,111,114,153,190,214,175,346,212
WBGene00016175,4,8,1,6,10,1,2,4,1,13,1,4,22,38,26,10,22,11,1689,1318,2652,1384
WBGene00044938,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0
WBGene00200746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00201565,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201664,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,0,2,0,2,1
WBGene00044974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0
WBGene00007787,6704,7766,5038,3776,7778,4396,5268,7578,4832,9396,4131,4074,5242,9084,7884,7580,9006,11067,9023,4553,10693,5965
WBGene00077500,1727,1972,1368,1196,2151,1204,1841,2626,1676,3197,1570,1494,1658,2721,2423,3235,2826,3742,2428,1202,2733,1500
WBGene00007788,1711,2121,1566,1268,2583,1563,1879,2286,2181,3592,1979,2115,2099,2877,2844,3674,3312,4864,2673,1199,3012,1546
WBGene00199870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00007789,1386,1790,1255,1140,2320,1273,1050,1261,1056,1847,924,952,1580,1848,1745,2201,1999,2599,1552,632,1769,865
WBGene00007791,126,142,77,76,142,87,114,157,89,218,84,87,195,238,177,285,271,359,183,86,236,128
WBGene00014266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00199868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016177,58,73,49,59,86,53,60,88,57,107,55,44,173,92,85,258,143,201,88,32,63,27
WBGene00016181,69,84,37,45,95,51,18,31,11,22,9,14,14,31,33,28,34,23,37,23,53,25
WBGene00016182,4479,5369,3408,2562,5104,2682,4200,5978,3748,7234,3242,3080,2654,5851,4855,5069,6083,6795,4665,2541,6052,3226
WBGene00016179,8,7,1,6,6,9,13,9,6,9,7,2,3,3,4,7,3,4,11,2,27,13
WBGene00016180,99,158,95,122,189,127,546,833,433,876,421,379,577,725,636,1162,878,1048,1090,428,1140,565
WBGene00007796,6,11,7,8,13,13,13,13,9,16,13,7,16,15,5,29,18,21,34,13,29,28
WBGene00014689,0,0,0,0,0,0,1,1,0,1,2,0,0,0,2,1,1,1,2,1,3,3
